Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2089,0.001608,0.000129,0.000077,0.000065,0.000055,0.000048,0.000043,0.000040,0.000038,0.000037,0.000039,0.000042,0.000049,0.000059,0.000076,0.000100,0.000126,0.000155,0.000187,0.000220,0.000252,0.000282,0.000310,0.000336,0.000360,0.000385,0.000411,0.000439,0.000469,0.000501,0.000535,0.000569,0.000601,0.000629,0.000652,0.000676,0.000703,0.000735,0.000767,0.000794,0.000815,0.000836,0.000864,0.000904,0.000957,0.001021,0.001093,0.001175,0.001272,0.001394,0.001542,0.001696,0.001857,0.002034,0.002229,0.002441,0.002666,0.002901,0.003142,0.003380,0.003612,0.003836,0.004070,0.004364,0.004802,0.005420,0.005966,0.006472,0.007025,0.007688,0.008497,0.009464,0.010582,0.011818,0.013137,0.014555,0.016125,0.017917,0.019982,0.022365,0.025107,0.028266,0.031949,0.036387,0.041958,0.048834,0.055748,0.062820,0.070449,0.078915,0.088300,0.098633,0.109915,0.121992,0.134397,0.146944,0.159437,0.171662,0.183393,0.194396,0.206060,0.218424,0.231529,0.245421,0.260146,0.275755,0.292300,0.309838,0.328429,0.348134,0.369022,0.391164,0.414633,0.437449,0.459322,0.482288,0.506402,0.531722,0.558308,0.586224
2090,0.001582,0.000128,0.000076,0.000064,0.000055,0.000048,0.000043,0.000040,0.000037,0.000037,0.000038,0.000042,0.000048,0.000058,0.000075,0.000099,0.000125,0.000154,0.000186,0.000218,0.000250,0.000280,0.000308,0.000333,0.000357,0.000382,0.000408,0.000436,0.000466,0.000497,0.000531,0.000565,0.000596,0.000624,0.000647,0.000670,0.000697,0.000728,0.000760,0.000787,0.000808,0.000828,0.000856,0.000896,0.000948,0.001011,0.001083,0.001164,0.001260,0.001381,0.001528,0.001681,0.001841,0.002015,0.002208,0.002418,0.002641,0.002874,0.003112,0.003348,0.003577,0.003799,0.004030,0.004323,0.004761,0.005380,0.005925,0.006429,0.006979,0.007638,0.008442,0.009403,0.010514,0.011744,0.013055,0.014465,0.016027,0.017809,0.019864,0.022233,0.024961,0.028102,0.031767,0.036185,0.041739,0.048598,0.055489,0.062531,0.070126,0.078553,0.087894,0.098180,0.109410,0.121433,0.133784,0.146276,0.158713,0.170884,0.182563,0.193516,0.205127,0.217435,0.230481,0.244310,0.258968,0.274507,0.290977,0.308436,0.326942,0.346558,0.367352,0.389393,0.412756,0.435308,0.457074,0.479928,0.503924,0.529120,0.555576,0.583355
2091,0.001557,0.000126,0.000075,0.000063,0.000054,0.000047,0.000042,0.000039,0.000037,0.000036,0.000038,0.000041,0.000047,0.000058,0.000074,0.000098,0.000124,0.000153,0.000184,0.000216,0.000248,0.000278,0.000305,0.000331,0.000355,0.000379,0.000405,0.000433,0.000462,0.000493,0.000527,0.000560,0.000592,0.000619,0.000641,0.000664,0.000691,0.000722,0.000754,0.000780,0.000801,0.000821,0.000848,0.000888,0.000939,0.001002,0.001073,0.001152,0.001248,0.001368,0.001514,0.001666,0.001824,0.001997,0.002188,0.002396,0.002617,0.002847,0.003083,0.003316,0.003543,0.003762,0.003991,0.004283,0.004720,0.005340,0.005885,0.006387,0.006933,0.007589,0.008387,0.009343,0.010448,0.011670,0.012975,0.014377,0.015930,0.017703,0.019747,0.022103,0.024816,0.027940,0.031587,0.035986,0.041521,0.048364,0.055232,0.062246,0.069807,0.078195,0.087492,0.097731,0.108911,0.120881,0.133178,0.145615,0.157997,0.170114,0.181741,0.192645,0.204204,0.216456,0.229444,0.243210,0.257803,0.273271,0.289668,0.307048,0.325470,0.344999,0.365699,0.387640,0.410899,0.433189,0.454849,0.477591,0.501471,0.526544,0.552872,0.580515
2092,0.001532,0.000124,0.000074,0.000063,0.000053,0.000046,0.000042,0.000038,0.000036,0.000036,0.000037,0.000041,0.000047,0.000057,0.000073,0.000098,0.000123,0.000152,0.000183,0.000215,0.000246,0.000275,0.000303,0.000328,0.000352,0.000376,0.000402,0.000429,0.000458,0.000489,0.000522,0.000556,0.000587,0.000614,0.000636,0.000659,0.000685,0.000716,0.000747,0.000773,0.000793,0.000813,0.000840,0.000879,0.000930,0.000992,0.001062,0.001141,0.001236,0.001355,0.001500,0.001651,0.001808,0.001979,0.002168,0.002374,0.002592,0.002821,0.003054,0.003285,0.003509,0.003726,0.003953,0.004243,0.004680,0.005301,0.005846,0.006345,0.006889,0.007540,0.008333,0.009283,0.010382,0.011598,0.012895,0.014290,0.015835,0.017598,0.019630,0.021975,0.024673,0.027780,0.031408,0.035789,0.041307,0.048132,0.054978,0.061963,0.069490,0.077840,0.087095,0.097287,0.108417,0.120334,0.132578,0.144960,0.157289,0.169353,0.180928,0.191784,0.203291,0.215488,0.228417,0.242122,0.256650,0.272049,0.288372,0.305674,0.324014,0.343455,0.364063,0.385906,0.409061,0.431092,0.452646,0.475278,0.499042,0.523994,0.550194,0.577704
2093,0.001507,0.000123,0.000073,0.000062,0.000053,0.000046,0.000041,0.000038,0.000036,0.000035,0.000037,0.000040,0.000046,0.000056,0.000073,0.000097,0.000122,0.000150,0.000181,0.000213,0.000244,0.000273,0.000301,0.000326,0.000349,0.000373,0.000398,0.000426,0.000455,0.000485,0.000518,0.000551,0.000582,0.000609,0.000631,0.000653,0.000679,0.000710,0.000740,0.000766,0.000786,0.000806,0.000833,0.000871,0.000922,0.000983,0.001052,0.001131,0.001225,0.001342,0.001487,0.001636,0.001792,0.001962,0.002149,0.002352,0.002568,0.002794,0.003025,0.003254,0.003475,0.003690,0.003915,0.004203,0.004641,0.005262,0.005806,0.006304,0.006844,0.007491,0.008280,0.009225,0.010317,0.011526,0.012816,0.014204,0.015740,0.017494,0.019516,0.021847,0.024531,0.027622,0.031232,0.035594,0.041094,0.047902,0.054726,0.061683,0.069177,0.077489,0.086701,0.096847,0.107927,0.119793,0.131983,0.144312,0.156588,0.168599,0.180123,0.190931,0.202387,0.214530,0.227402,0.241046,0.255508,0.270839,0.287089,0.304315,0.322574,0.341928,0.362444,0.384190,0.407242,0.429015,0.450466,0.472989,0.496638,0.521470,0.547544,0.574921
2094,0.001482,0.000121,0.000072,0.000061,0.000052,0.000045,0.000041,0.000037,0.000036,0.000035,0.000036,0.000039,0.000046,0.000056,0.000072,0.000096,0.000121,0.000149,0.000180,0.000212,0.000242,0.000271,0.000298,0.000323,0.000347,0.000370,0.000395,0.000423,0.000451,0.000482,0.000514,0.000547,0.000577,0.000604,0.000626,0.000648,0.000674,0.000703,0.000734,0.000760,0.000779,0.000799,0.000825,0.000863,0.000913,0.000974,0.001042,0.001120,0.001213,0.001330,0.001474,0.001622,0.001776,0.001944,0.002129,0.002331,0.002545,0.002768,0.002997,0.003223,0.003442,0.003654,0.003877,0.004164,0.004601,0.005224,0.005768,0.006263,0.006800,0.007443,0.008227,0.009167,0.010253,0.011455,0.012738,0.014118,0.015647,0.017391,0.019402,0.021722,0.024391,0.027466,0.031058,0.035402,0.040884,0.047675,0.054476,0.061406,0.068867,0.077141,0.086312,0.096412,0.107443,0.119257,0.131395,0.143672,0.155894,0.167853,0.179327,0.190087,0.201492,0.213581,0.226396,0.239980,0.254379,0.269642,0.285820,0.302969,0.321148,0.340416,0.360841,0.382492,0.405441,0.426959,0.448307,0.470722,0.494258,0.518971,0.544920,0.572166
2095,0.001458,0.000119,0.000071,0.000060,0.000051,0.000045,0.000040,0.000037,0.000035,0.000034,0.000036,0.000039,0.000045,0.000055,0.000071,0.000095,0.000120,0.000148,0.000179,0.000210,0.000240,0.000269,0.000296,0.000321,0.000344,0.000367,0.000392,0.000419,0.000448,0.000478,0.000510,0.000542,0.000573,0.000599,0.000621,0.000642,0.000668,0.000697,0.000728,0.000753,0.000772,0.000791,0.000818,0.000855,0.000905,0.000965,0.001032,0.001109,0.001201,0.001318,0.001460,0.001607,0.001760,0.001927,0.002110,0.002309,0.002521,0.002743,0.002969,0.003193,0.003410,0.003619,0.003840,0.004126,0.004563,0.005186,0.005729,0.006223,0.006756,0.007396,0.008175,0.009109,0.010189,0.011385,0.012661,0.014034,0.015554,0.017290,0.019290,0.021597,0.024252,0.027311,0.030886,0.035211,0.040676,0.047450,0.054229,0.061131,0.068559,0.076797,0.085926,0.095981,0.106964,0.118726,0.130813,0.143037,0.155207,0.167115,0.178539,0.189251,0.200606,0.212643,0.225401,0.238926,0.253261,0.268457,0.284564,0.301638,0.319736,0.338920,0.359256,0.380811,0.403660,0.424924,0.446170,0.468478,0.491902,0.516497,0.542322,0.569438
2096,0.001435,0.000118,0.000070,0.000059,0.000051,0.000044,0.000040,0.000036,0.000035,0.000034,0.000035,0.000038,0.000044,0.000054,0.000070,0.000094,0.000119,0.000147,0.000177,0.000208,0.000239,0.000267,0.000294,0.000319,0.000341,0.000365,0.000389,0.000416,0.000444,0.000474,0.000506,0.000538,0.000568,0.000594,0.000615,0.000637,0.000662,0.000691,0.000721,0.000746,0.000765,0.000784,0.000810,0.000847,0.000896,0.000956,0.001023,0.001099,0.001190,0.001305,0.001447,0.001593,0.001745,0.001909,0.002091,0.002288,0.002498,0.002717,0.002941,0.003163,0.003377,0.003584,0.003803,0.004088,0.004524,0.005148,0.005691,0.006183,0.006713,0.007349,0.008123,0.009052,0.010126,0.011315,0.012584,0.013950,0.015463,0.017189,0.019179,0.021474,0.024116,0.027158,0.030716,0.035023,0.040470,0.047227,0.053984,0.060859,0.068255,0.076456,0.085544,0.095554,0.106489,0.118202,0.130237,0.142409,0.154527,0.166384,0.177759,0.188425,0.199730,0.211714,0.224417,0.237882,0.252155,0.267284,0.283321,0.300320,0.318340,0.337440,0.357686,0.379147,0.401896,0.422909,0.444054,0.466257,0.489570,0.514048,0.539750,0.566738
2097,0.001412,0.000116,0.000069,0.000059,0.000050,0.000043,0.000039,0.000036,0.000034,0.000034,0.000035,0.000038,0.000044,0.000054,0.000070,0.000093,0.000118,0.000146,0.000176,0.000207,0.000237,0.000265,0.000292,0.000316,0.000339,0.000362,0.000386,0.000413,0.000441,0.000470,0.000502,0.000534,0.000563,0.000589,0.000610,0.000632,0.000657,0.000686,0.000715,0.000740,0.000759,0.000777,0.000803,0.000840,0.000888,0.000947,0.001013,0.001088,0.001179,0.001293,0.001434,0.001579,0.001729,0.001893,0.002072,0.002267,0.002475,0.002692,0.002914,0.003133,0.003345,0.003550,0.003767,0.004050,0.004486,0.005111,0.005654,0.006143,0.006671,0.007302,0.008072,0.008996,0.010064,0.011246,0.012509,0.013867,0.015372,0.017090,0.019069,0.021352,0.023980,0.027007,0.030547,0.034837,0.040267,0.047007,0.053742,0.060589,0.067954,0.076118,0.085166,0.095132,0.106019,0.117682,0.129667,0.141788,0.153855,0.165661,0.176987,0.187606,0.198863,0.210795,0.223442,0.236849,0.251060,0.266123,0.282091,0.299016,0.316957,0.335975,0.356133,0.377501,0.400151,0.420914,0.441959,0.464057,0.487260,0.511623,0.537204,0.564065
2098,0.001389,0.000115,0.000068,0.000058,0.000049,0.000043,0.000039,0.000036,0.000034,0.000033,0.000034,0.000037,0.000043,0.000053,0.000069,0.000093,0.000118,0.000145,0.000175,0.000205,0.000235,0.000263,0.000290,0.000314,0.000336,0.000359,0.000383,0.000410,0.000437,0.000467,0.000498,0.000529,0.000559,0.000584,0.000605,0.000626,0.000651,0.000680,0.000709,0.000733,0.000752,0.000770,0.000796,0.000832,0.000880,0.000938,0.001003,0.001078,0.001168,0.001281,0.001422,0.001566,0.001714,0.001876,0.002054,0.002247,0.002453,0.002667,0.002887,0.003104,0.003314,0.003516,0.003731,0.004013,0.004449,0.005075,0.005617,0.006104,0.006629,0.007256,0.008022,0.008940,0.010002,0.011178,0.012434,0.013785,0.015282,0.016991,0.018961,0.021232,0.023846,0.026858,0.030381,0.034653,0.040066,0.046788,0.053502,0.060322,0.067655,0.075784,0.084791,0.094714,0.105554,0.117167,0.129103,0.141173,0.153189,0.164945,0.176223,0.186797,0.198004,0.209885,0.222478,0.235826,0.249976,0.264975,0.280873,0.297725,0.315589,0.334524,0.354596,0.375871,0.398424,0.418939,0.439885,0.461880,0.484974,0.509222,0.534683,0.561418
2099,0.001366,0.000113,0.000067,0.000057,0.000049,0.000042,0.000038,0.000035,0.000033,0.000033,0.000034,0.000037,0.000043,0.000052,0.000068,0.000092,0.000117,0.000144,0.000173,0.000204,0.000233,0.000261,0.000287,0.000311,0.000334,0.000356,0.000380,0.000407,0.000434,0.000463,0.000494,0.000525,0.000554,0.000580,0.000600,0.000621,0.000646,0.000674,0.000703,0.000727,0.000745,0.000763,0.000788,0.000824,0.000872,0.000929,0.000994,0.001068,0.001157,0.001270,0.001409,0.001552,0.001699,0.001859,0.002035,0.002227,0.002430,0.002643,0.002860,0.003075,0.003282,0.003483,0.003695,0.003976,0.004412,0.005038,0.005580,0.006065,0.006587,0.007211,0.007972,0.008885,0.009941,0.011111,0.012360,0.013704,0.015194,0.016894,0.018853,0.021113,0.023714,0.026710,0.030217,0.034471,0.039867,0.046572,0.053264,0.060058,0.067360,0.075452,0.084421,0.094300,0.105094,0.116658,0.128544,0.140564,0.152530,0.164237,0.175467,0.185995,0.197155,0.208984,0.221523,0.234814,0.248903,0.263838,0.279668,0.296448,0.314235,0.333089,0.353074,0.374259,0.396714,0.416983,0.437832,0.459724,0.482710,0.506845,0.532188,0.558797
2100,0.001344,0.000112,0.000067,0.000056,0.000048,0.000042,0.000038,0.000035,0.000033,0.000032,0.000033,0.000036,0.000042,0.000052,0.000067,0.000091,0.000116,0.000143,0.000172,0.000202,0.000232,0.000259,0.000285,0.000309,0.000331,0.000354,0.000378,0.000403,0.000431,0.000459,0.000490,0.000521,0.000550,0.000575,0.000595,0.000616,0.000640,0.000668,0.000697,0.000721,0.000739,0.000756,0.000781,0.000817,0.000863,0.000920,0.000985,0.001057,0.001146,0.001258,0.001397,0.001538,0.001684,0.001843,0.002017,0.002207,0.002408,0.002619,0.002834,0.003046,0.003251,0.003450,0.003660,0.003940,0.004375,0.005003,0.005543,0.006027,0.006545,0.007166,0.007922,0.008830,0.009881,0.011044,0.012287,0.013624,0.015106,0.016797,0.018747,0.020995,0.023583,0.026564,0.030054,0.034291,0.039670,0.046358,0.053029,0.059796,0.067067,0.075124,0.084054,0.093890,0.104638,0.116154,0.127991,0.139961,0.151877,0.163536,0.174719,0.185202,0.196314,0.208093,0.220578,0.233813,0.247842,0.262712,0.278475,0.295183,0.312894,0.331668,0.351568,0.372662,0.395022,0.415047,0.435799,0.457589,0.480468,0.504492,0.529716,0.556202
