Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2067,0.002307,0.000174,0.000104,0.000088,0.000074,0.000065,0.000058,0.000054,0.000051,0.000051,0.000052,0.000057,0.000066,0.000078,0.000096,0.000122,0.000151,0.000184,0.000221,0.000260,0.000297,0.000333,0.000366,0.000397,0.000426,0.000456,0.000488,0.000522,0.000559,0.000597,0.000639,0.000681,0.000721,0.000755,0.000785,0.000815,0.000850,0.000891,0.000932,0.000968,0.000996,0.001024,0.001061,0.001113,0.001180,0.001262,0.001354,0.001456,0.001576,0.001720,0.001891,0.002075,0.002274,0.002496,0.002741,0.003008,0.003292,0.003589,0.003892,0.004195,0.004491,0.004779,0.005069,0.005399,0.005839,0.006425,0.006980,0.007539,0.008176,0.008945,0.009878,0.010988,0.012269,0.013681,0.015184,0.016798,0.018583,0.020621,0.022972,0.025687,0.028815,0.032414,0.036577,0.041491,0.047485,0.054727,0.062174,0.069956,0.078442,0.087893,0.098374,0.109904,0.122470,0.135893,0.149664,0.163593,0.177465,0.191047,0.204089,0.216335,0.229315,0.243074,0.257658,0.273118,0.289505,0.306875,0.325288,0.344805,0.365493,0.387423,0.410668,0.435308,0.461427,0.489112,0.515115,0.540871,0.567914,0.596310,0.626126,0.657432
2068,0.002270,0.000172,0.000102,0.000086,0.000073,0.000064,0.000058,0.000053,0.000051,0.000050,0.000052,0.000056,0.000065,0.000077,0.000095,0.000121,0.000149,0.000182,0.000220,0.000258,0.000295,0.000331,0.000364,0.000394,0.000423,0.000452,0.000484,0.000518,0.000554,0.000593,0.000634,0.000676,0.000715,0.000749,0.000778,0.000808,0.000843,0.000883,0.000924,0.000959,0.000987,0.001014,0.001051,0.001102,0.001169,0.001250,0.001341,0.001442,0.001561,0.001704,0.001873,0.002056,0.002253,0.002472,0.002715,0.002979,0.003260,0.003553,0.003853,0.004153,0.004446,0.004731,0.005017,0.005346,0.005786,0.006374,0.006928,0.007484,0.008117,0.008881,0.009807,0.010910,0.012182,0.013586,0.015079,0.016683,0.018457,0.020483,0.022818,0.025516,0.028624,0.032200,0.036338,0.041228,0.047201,0.054428,0.061849,0.069595,0.078038,0.087439,0.097864,0.109332,0.121832,0.135187,0.148888,0.162747,0.176549,0.190062,0.203038,0.215220,0.228133,0.241821,0.256331,0.271711,0.288013,0.305294,0.323612,0.343028,0.363610,0.385427,0.408552,0.433065,0.459049,0.486592,0.512291,0.537906,0.564801,0.593041,0.622693,0.653828
2069,0.002232,0.000170,0.000101,0.000085,0.000072,0.000063,0.000057,0.000053,0.000050,0.000049,0.000051,0.000056,0.000064,0.000076,0.000094,0.000120,0.000148,0.000181,0.000218,0.000256,0.000293,0.000328,0.000361,0.000391,0.000420,0.000449,0.000480,0.000514,0.000550,0.000588,0.000629,0.000670,0.000709,0.000743,0.000772,0.000801,0.000835,0.000875,0.000916,0.000951,0.000978,0.001005,0.001041,0.001092,0.001158,0.001238,0.001327,0.001428,0.001546,0.001687,0.001856,0.002036,0.002232,0.002449,0.002689,0.002950,0.003228,0.003518,0.003815,0.004111,0.004402,0.004683,0.004967,0.005294,0.005733,0.006323,0.006877,0.007431,0.008059,0.008818,0.009737,0.010833,0.012097,0.013492,0.014976,0.016569,0.018332,0.020345,0.022667,0.025347,0.028436,0.031989,0.036102,0.040968,0.046921,0.054132,0.061527,0.069238,0.077638,0.086989,0.097359,0.108767,0.121202,0.134489,0.148122,0.161911,0.175644,0.189088,0.201998,0.214118,0.226965,0.240583,0.255018,0.270319,0.286538,0.303730,0.321954,0.341271,0.361747,0.383452,0.406459,0.430847,0.456698,0.484100,0.509497,0.534972,0.561721,0.589807,0.619297,0.650262
2070,0.002196,0.000167,0.000099,0.000084,0.000071,0.000062,0.000056,0.000052,0.000049,0.000049,0.000050,0.000055,0.000063,0.000075,0.000093,0.000119,0.000147,0.000180,0.000216,0.000254,0.000291,0.000326,0.000358,0.000388,0.000417,0.000445,0.000476,0.000510,0.000545,0.000583,0.000624,0.000665,0.000703,0.000737,0.000765,0.000794,0.000828,0.000867,0.000908,0.000942,0.000969,0.000996,0.001031,0.001082,0.001147,0.001226,0.001315,0.001414,0.001530,0.001671,0.001838,0.002017,0.002211,0.002426,0.002664,0.002922,0.003197,0.003484,0.003778,0.004071,0.004357,0.004635,0.004916,0.005242,0.005681,0.006273,0.006827,0.007377,0.008002,0.008755,0.009668,0.010757,0.012013,0.013398,0.014873,0.016457,0.018209,0.020210,0.022517,0.025180,0.028249,0.031780,0.035869,0.040711,0.046645,0.053839,0.061209,0.068885,0.077243,0.086544,0.096859,0.108207,0.120579,0.133799,0.147363,0.161083,0.174748,0.188125,0.200969,0.213027,0.225809,0.239357,0.253719,0.268942,0.285079,0.302183,0.320314,0.339533,0.359905,0.381499,0.404389,0.428653,0.454372,0.481634,0.506732,0.532069,0.558672,0.586606,0.615936,0.646733
2071,0.002160,0.000165,0.000098,0.000083,0.000070,0.000061,0.000055,0.000051,0.000049,0.000048,0.000050,0.000054,0.000062,0.000074,0.000092,0.000118,0.000146,0.000178,0.000215,0.000252,0.000288,0.000323,0.000355,0.000385,0.000413,0.000442,0.000473,0.000506,0.000541,0.000578,0.000619,0.000659,0.000697,0.000731,0.000759,0.000787,0.000821,0.000860,0.000900,0.000934,0.000960,0.000986,0.001022,0.001071,0.001136,0.001214,0.001302,0.001400,0.001515,0.001655,0.001821,0.001999,0.002190,0.002403,0.002638,0.002894,0.003166,0.003450,0.003740,0.004030,0.004314,0.004589,0.004867,0.005190,0.005630,0.006223,0.006776,0.007325,0.007945,0.008693,0.009600,0.010682,0.011929,0.013306,0.014772,0.016346,0.018088,0.020076,0.022369,0.025016,0.028065,0.031574,0.035639,0.040458,0.046371,0.053549,0.060894,0.068536,0.076851,0.086104,0.096365,0.107654,0.119962,0.133116,0.146613,0.160265,0.173861,0.187172,0.199951,0.211949,0.224666,0.238145,0.252434,0.267580,0.283635,0.300653,0.318692,0.337814,0.358083,0.379568,0.402342,0.426482,0.452071,0.479195,0.503997,0.529196,0.555656,0.583439,0.612611,0.643241
2072,0.002125,0.000163,0.000097,0.000082,0.000069,0.000061,0.000055,0.000050,0.000048,0.000047,0.000049,0.000053,0.000061,0.000073,0.000091,0.000116,0.000145,0.000177,0.000213,0.000250,0.000286,0.000321,0.000353,0.000382,0.000410,0.000438,0.000469,0.000502,0.000537,0.000574,0.000614,0.000654,0.000692,0.000724,0.000752,0.000781,0.000814,0.000852,0.000892,0.000925,0.000951,0.000977,0.001012,0.001061,0.001125,0.001202,0.001289,0.001386,0.001501,0.001639,0.001804,0.001980,0.002170,0.002380,0.002613,0.002866,0.003135,0.003416,0.003704,0.003990,0.004271,0.004542,0.004818,0.005139,0.005579,0.006174,0.006727,0.007273,0.007889,0.008631,0.009533,0.010607,0.011847,0.013215,0.014672,0.016236,0.017968,0.019944,0.022223,0.024853,0.027884,0.031370,0.035412,0.040208,0.046101,0.053263,0.060583,0.068190,0.076463,0.085669,0.095875,0.107107,0.119352,0.132440,0.145871,0.159455,0.172984,0.186229,0.198945,0.210882,0.223535,0.236947,0.251163,0.266233,0.282207,0.299140,0.317088,0.336113,0.356280,0.377657,0.400316,0.424335,0.449795,0.476783,0.501289,0.526354,0.552671,0.580305,0.609320,0.639786
2073,0.002090,0.000161,0.000095,0.000081,0.000069,0.000060,0.000054,0.000050,0.000047,0.000047,0.000048,0.000053,0.000060,0.000072,0.000090,0.000115,0.000144,0.000175,0.000211,0.000248,0.000284,0.000318,0.000350,0.000380,0.000407,0.000435,0.000465,0.000498,0.000533,0.000569,0.000609,0.000648,0.000686,0.000718,0.000746,0.000774,0.000807,0.000845,0.000884,0.000917,0.000943,0.000968,0.001003,0.001051,0.001114,0.001190,0.001276,0.001373,0.001486,0.001623,0.001787,0.001962,0.002150,0.002358,0.002588,0.002839,0.003105,0.003383,0.003667,0.003951,0.004228,0.004497,0.004769,0.005089,0.005529,0.006125,0.006678,0.007221,0.007833,0.008571,0.009466,0.010534,0.011766,0.013125,0.014573,0.016128,0.017849,0.019813,0.022078,0.024692,0.027704,0.031169,0.035188,0.039960,0.045834,0.052979,0.060275,0.067848,0.076080,0.085238,0.095391,0.106565,0.118749,0.131772,0.145137,0.158655,0.172117,0.185296,0.197949,0.209826,0.222416,0.235761,0.249906,0.264901,0.280795,0.297642,0.315501,0.334431,0.354497,0.375767,0.398313,0.422212,0.447544,0.474397,0.498610,0.523541,0.549718,0.577204,0.606064,0.636367
2074,0.002056,0.000158,0.000094,0.000080,0.000068,0.000059,0.000053,0.000049,0.000047,0.000046,0.000047,0.000052,0.000060,0.000071,0.000089,0.000114,0.000142,0.000174,0.000210,0.000246,0.000282,0.000316,0.000347,0.000377,0.000404,0.000432,0.000462,0.000494,0.000528,0.000565,0.000604,0.000643,0.000680,0.000712,0.000740,0.000767,0.000800,0.000837,0.000876,0.000909,0.000934,0.000959,0.000993,0.001041,0.001104,0.001179,0.001264,0.001359,0.001471,0.001608,0.001770,0.001944,0.002130,0.002336,0.002564,0.002812,0.003075,0.003350,0.003632,0.003912,0.004186,0.004452,0.004722,0.005040,0.005479,0.006077,0.006630,0.007170,0.007778,0.008511,0.009400,0.010461,0.011685,0.013037,0.014476,0.016021,0.017732,0.019684,0.021935,0.024534,0.027527,0.030971,0.034966,0.039716,0.045570,0.052699,0.059970,0.067509,0.075700,0.084811,0.094913,0.106029,0.118151,0.131110,0.144410,0.157862,0.171259,0.184374,0.196964,0.208782,0.221309,0.234588,0.248663,0.263583,0.279398,0.296162,0.313931,0.332767,0.352733,0.373897,0.396331,0.420111,0.445317,0.472037,0.495959,0.520757,0.546795,0.574135,0.602841,0.632983
2075,0.002023,0.000156,0.000093,0.000079,0.000067,0.000058,0.000052,0.000048,0.000046,0.000045,0.000047,0.000051,0.000059,0.000070,0.000088,0.000113,0.000141,0.000173,0.000208,0.000244,0.000280,0.000313,0.000345,0.000374,0.000401,0.000428,0.000458,0.000490,0.000524,0.000560,0.000599,0.000638,0.000675,0.000707,0.000733,0.000761,0.000793,0.000830,0.000868,0.000900,0.000925,0.000950,0.000984,0.001031,0.001093,0.001168,0.001252,0.001346,0.001457,0.001592,0.001754,0.001926,0.002110,0.002314,0.002540,0.002785,0.003045,0.003318,0.003596,0.003873,0.004144,0.004407,0.004674,0.004991,0.005430,0.006030,0.006582,0.007120,0.007724,0.008452,0.009335,0.010389,0.011606,0.012949,0.014379,0.015915,0.017616,0.019557,0.021794,0.024377,0.027352,0.030775,0.034747,0.039475,0.045309,0.052422,0.059668,0.067174,0.075325,0.084389,0.094439,0.105499,0.117561,0.130456,0.143692,0.157079,0.170411,0.183461,0.195990,0.207749,0.220214,0.233427,0.247433,0.262279,0.278016,0.294697,0.312378,0.331121,0.350988,0.372048,0.394370,0.418033,0.443115,0.469702,0.493335,0.518002,0.543902,0.571097,0.599652,0.629635
2076,0.001990,0.000154,0.000092,0.000078,0.000066,0.000057,0.000052,0.000048,0.000045,0.000045,0.000046,0.000050,0.000058,0.000070,0.000087,0.000112,0.000140,0.000171,0.000206,0.000242,0.000278,0.000311,0.000342,0.000371,0.000398,0.000425,0.000455,0.000487,0.000520,0.000556,0.000594,0.000633,0.000669,0.000701,0.000727,0.000754,0.000786,0.000823,0.000860,0.000892,0.000917,0.000942,0.000975,0.001022,0.001083,0.001156,0.001240,0.001333,0.001443,0.001577,0.001738,0.001908,0.002091,0.002293,0.002516,0.002758,0.003016,0.003286,0.003561,0.003835,0.004103,0.004363,0.004628,0.004942,0.005382,0.005983,0.006535,0.007070,0.007670,0.008393,0.009271,0.010318,0.011527,0.012862,0.014283,0.015811,0.017501,0.019430,0.021655,0.024222,0.027179,0.030581,0.034531,0.039237,0.045052,0.052147,0.059369,0.066842,0.074953,0.083971,0.093970,0.104974,0.116976,0.129809,0.142981,0.156304,0.169571,0.182558,0.195026,0.206728,0.219131,0.232279,0.246216,0.260989,0.276648,0.293247,0.310842,0.329493,0.349262,0.370218,0.392431,0.415977,0.440936,0.467371,0.490739,0.515276,0.541040,0.568092,0.596496,0.626321
2077,0.001958,0.000152,0.000090,0.000077,0.000065,0.000057,0.000051,0.000047,0.000045,0.000044,0.000046,0.000050,0.000057,0.000069,0.000086,0.000111,0.000139,0.000170,0.000205,0.000241,0.000276,0.000309,0.000339,0.000368,0.000395,0.000422,0.000451,0.000483,0.000516,0.000551,0.000589,0.000628,0.000664,0.000695,0.000721,0.000748,0.000779,0.000816,0.000853,0.000884,0.000909,0.000933,0.000966,0.001012,0.001072,0.001145,0.001228,0.001320,0.001429,0.001562,0.001722,0.001891,0.002072,0.002271,0.002492,0.002732,0.002987,0.003254,0.003526,0.003798,0.004063,0.004319,0.004582,0.004895,0.005334,0.005937,0.006488,0.007021,0.007617,0.008335,0.009207,0.010248,0.011449,0.012776,0.014189,0.015707,0.017388,0.019306,0.021517,0.024069,0.027008,0.030390,0.034318,0.039001,0.044797,0.051876,0.059073,0.066514,0.074585,0.083558,0.093506,0.104455,0.116398,0.129169,0.142278,0.155537,0.168741,0.181665,0.194073,0.205717,0.218060,0.231144,0.245012,0.259713,0.275296,0.291814,0.309323,0.327882,0.347555,0.368408,0.390513,0.413943,0.438780,0.464924,0.488170,0.512578,0.538207,0.565117,0.593373,0.623042
2078,0.001926,0.000150,0.000089,0.000076,0.000064,0.000056,0.000050,0.000046,0.000044,0.000043,0.000045,0.000049,0.000056,0.000068,0.000085,0.000110,0.000138,0.000169,0.000203,0.000239,0.000273,0.000306,0.000337,0.000365,0.000392,0.000419,0.000448,0.000479,0.000512,0.000547,0.000585,0.000622,0.000658,0.000689,0.000715,0.000742,0.000773,0.000808,0.000845,0.000876,0.000900,0.000924,0.000957,0.001003,0.001062,0.001134,0.001216,0.001307,0.001415,0.001547,0.001706,0.001873,0.002053,0.002250,0.002469,0.002706,0.002959,0.003223,0.003492,0.003761,0.004023,0.004276,0.004536,0.004848,0.005287,0.005891,0.006442,0.006972,0.007565,0.008278,0.009144,0.010178,0.011372,0.012691,0.014096,0.015605,0.017276,0.019183,0.021381,0.023917,0.026839,0.030201,0.034107,0.038769,0.044545,0.051608,0.058780,0.066189,0.074221,0.083149,0.093047,0.103942,0.115826,0.128535,0.141582,0.154778,0.167919,0.180782,0.193130,0.204717,0.217000,0.230020,0.243822,0.258451,0.273958,0.290395,0.307819,0.326288,0.345866,0.366618,0.388615,0.411931,0.436647,0.462502,0.485627,0.509908,0.535404,0.562174,0.590283,0.619797
2079,0.001894,0.000148,0.000088,0.000075,0.000063,0.000055,0.000050,0.000046,0.000044,0.000043,0.000044,0.000048,0.000056,0.000067,0.000084,0.000109,0.000137,0.000167,0.000202,0.000237,0.000271,0.000304,0.000334,0.000363,0.000389,0.000415,0.000444,0.000475,0.000508,0.000543,0.000580,0.000617,0.000653,0.000683,0.000709,0.000735,0.000766,0.000801,0.000838,0.000868,0.000892,0.000916,0.000948,0.000993,0.001052,0.001124,0.001204,0.001294,0.001401,0.001532,0.001690,0.001856,0.002034,0.002229,0.002446,0.002681,0.002931,0.003192,0.003458,0.003724,0.003983,0.004234,0.004491,0.004801,0.005240,0.005845,0.006396,0.006924,0.007513,0.008221,0.009082,0.010110,0.011296,0.012607,0.014004,0.015504,0.017165,0.019061,0.021246,0.023768,0.026672,0.030014,0.033899,0.038539,0.044296,0.051342,0.058491,0.065867,0.073860,0.082744,0.092593,0.103433,0.115260,0.127908,0.140894,0.154027,0.167106,0.179908,0.192196,0.203728,0.215952,0.228909,0.242644,0.257202,0.272634,0.288992,0.306332,0.324712,0.344195,0.364846,0.386737,0.409941,0.434538,0.460105,0.483110,0.507266,0.532629,0.559261,0.587224,0.616585
2080,0.001864,0.000146,0.000087,0.000074,0.000062,0.000054,0.000049,0.000045,0.000043,0.000042,0.000044,0.000048,0.000055,0.000066,0.000083,0.000108,0.000136,0.000166,0.000200,0.000235,0.000269,0.000302,0.000332,0.000360,0.000386,0.000412,0.000441,0.000472,0.000504,0.000538,0.000575,0.000612,0.000647,0.000678,0.000703,0.000729,0.000759,0.000794,0.000830,0.000861,0.000884,0.000908,0.000939,0.000984,0.001042,0.001113,0.001192,0.001282,0.001388,0.001518,0.001674,0.001839,0.002015,0.002209,0.002423,0.002655,0.002903,0.003161,0.003425,0.003688,0.003944,0.004192,0.004447,0.004755,0.005194,0.005801,0.006351,0.006877,0.007462,0.008165,0.009020,0.010042,0.011221,0.012524,0.013912,0.015404,0.017056,0.018940,0.021113,0.023620,0.026507,0.029830,0.033693,0.038312,0.044050,0.051079,0.058204,0.065548,0.073504,0.082343,0.092143,0.102930,0.114700,0.127288,0.140213,0.153285,0.166302,0.179043,0.191273,0.202750,0.214915,0.227809,0.241478,0.255967,0.271325,0.287604,0.304860,0.323152,0.342541,0.363094,0.384879,0.407972,0.432450,0.457733,0.480620,0.504651,0.529883,0.556377,0.584196,0.613406
2081,0.001833,0.000144,0.000086,0.000073,0.000062,0.000054,0.000048,0.000045,0.000042,0.000042,0.000043,0.000047,0.000054,0.000065,0.000082,0.000107,0.000135,0.000165,0.000199,0.000233,0.000267,0.000299,0.000329,0.000357,0.000383,0.000409,0.000437,0.000468,0.000500,0.000534,0.000571,0.000607,0.000642,0.000672,0.000697,0.000723,0.000753,0.000788,0.000823,0.000853,0.000876,0.000899,0.000930,0.000975,0.001032,0.001102,0.001181,0.001270,0.001374,0.001503,0.001659,0.001823,0.001997,0.002188,0.002400,0.002630,0.002875,0.003131,0.003392,0.003652,0.003905,0.004150,0.004403,0.004709,0.005148,0.005756,0.006306,0.006830,0.007411,0.008110,0.008960,0.009975,0.011147,0.012442,0.013822,0.015306,0.016947,0.018821,0.020982,0.023474,0.026344,0.029647,0.033490,0.038088,0.043807,0.050819,0.057920,0.065233,0.073150,0.081947,0.091698,0.102433,0.114146,0.126675,0.139539,0.152550,0.165506,0.178188,0.190360,0.201781,0.213888,0.226722,0.240325,0.254744,0.270029,0.286231,0.303405,0.321609,0.340906,0.361360,0.383042,0.406024,0.430385,0.455386,0.478155,0.502063,0.527166,0.553524,0.581200,0.610260
2082,0.001804,0.000142,0.000085,0.000072,0.000061,0.000053,0.000048,0.000044,0.000042,0.000041,0.000042,0.000046,0.000054,0.000065,0.000082,0.000107,0.000133,0.000164,0.000197,0.000232,0.000265,0.000297,0.000327,0.000354,0.000380,0.000406,0.000434,0.000464,0.000496,0.000530,0.000566,0.000603,0.000637,0.000667,0.000692,0.000717,0.000746,0.000781,0.000816,0.000845,0.000868,0.000891,0.000922,0.000966,0.001022,0.001092,0.001170,0.001257,0.001361,0.001489,0.001644,0.001806,0.001979,0.002168,0.002378,0.002606,0.002848,0.003101,0.003360,0.003617,0.003867,0.004109,0.004359,0.004664,0.005103,0.005713,0.006262,0.006783,0.007361,0.008055,0.008899,0.009908,0.011073,0.012361,0.013733,0.015208,0.016841,0.018704,0.020852,0.023330,0.026183,0.029467,0.033289,0.037866,0.043567,0.050562,0.057639,0.064921,0.072801,0.081554,0.091258,0.101940,0.113597,0.126067,0.138872,0.151823,0.164719,0.177341,0.189456,0.200824,0.212873,0.225645,0.239184,0.253535,0.268747,0.284872,0.301965,0.320082,0.339287,0.359645,0.381223,0.404097,0.428342,0.453062,0.475715,0.499501,0.524476,0.550700,0.578235,0.607147
2083,0.001774,0.000140,0.000083,0.000071,0.000060,0.000052,0.000047,0.000043,0.000041,0.000041,0.000042,0.000046,0.000053,0.000064,0.000081,0.000106,0.000132,0.000162,0.000196,0.000230,0.000263,0.000295,0.000324,0.000352,0.000377,0.000403,0.000431,0.000461,0.000492,0.000526,0.000561,0.000598,0.000632,0.000661,0.000686,0.000711,0.000740,0.000774,0.000809,0.000838,0.000860,0.000883,0.000913,0.000957,0.001013,0.001081,0.001158,0.001245,0.001348,0.001475,0.001629,0.001790,0.001961,0.002148,0.002356,0.002581,0.002821,0.003071,0.003327,0.003582,0.003829,0.004069,0.004316,0.004620,0.005059,0.005669,0.006218,0.006737,0.007311,0.008001,0.008840,0.009843,0.011001,0.012281,0.013645,0.015111,0.016735,0.018588,0.020723,0.023187,0.026024,0.029289,0.033091,0.037647,0.043329,0.050307,0.057360,0.064611,0.072455,0.081166,0.090822,0.101453,0.113054,0.125467,0.138213,0.151104,0.163940,0.176504,0.188562,0.199876,0.211869,0.224581,0.238056,0.252339,0.267479,0.283528,0.300540,0.318572,0.337686,0.357947,0.379424,0.402190,0.426321,0.450762,0.473301,0.496966,0.521814,0.547905,0.575300,0.604065
2084,0.001745,0.000138,0.000082,0.000070,0.000059,0.000052,0.000046,0.000043,0.000041,0.000040,0.000041,0.000045,0.000052,0.000063,0.000080,0.000105,0.000131,0.000161,0.000194,0.000228,0.000261,0.000293,0.000322,0.000349,0.000374,0.000400,0.000427,0.000457,0.000488,0.000521,0.000557,0.000593,0.000626,0.000656,0.000680,0.000705,0.000734,0.000767,0.000801,0.000830,0.000853,0.000875,0.000905,0.000948,0.001003,0.001071,0.001147,0.001233,0.001335,0.001461,0.001614,0.001774,0.001943,0.002129,0.002334,0.002557,0.002794,0.003042,0.003295,0.003547,0.003792,0.004029,0.004274,0.004576,0.005015,0.005627,0.006175,0.006692,0.007262,0.007948,0.008781,0.009778,0.010929,0.012201,0.013558,0.015016,0.016630,0.018473,0.020596,0.023046,0.025867,0.029114,0.032895,0.037431,0.043094,0.050055,0.057085,0.064305,0.072112,0.080781,0.090391,0.100971,0.112517,0.124872,0.137560,0.150392,0.163170,0.175675,0.187678,0.198938,0.210875,0.223527,0.236939,0.251155,0.266224,0.282198,0.299130,0.317078,0.336102,0.356268,0.377644,0.400303,0.424321,0.448486,0.470911,0.494456,0.519179,0.545138,0.572395,0.601015
2085,0.001717,0.000136,0.000081,0.000069,0.000058,0.000051,0.000046,0.000042,0.000040,0.000039,0.000041,0.000045,0.000051,0.000062,0.000079,0.000104,0.000130,0.000160,0.000193,0.000226,0.000259,0.000290,0.000319,0.000346,0.000371,0.000397,0.000424,0.000453,0.000484,0.000517,0.000552,0.000588,0.000621,0.000650,0.000674,0.000699,0.000727,0.000761,0.000794,0.000823,0.000845,0.000867,0.000897,0.000939,0.000994,0.001061,0.001136,0.001221,0.001322,0.001447,0.001599,0.001758,0.001925,0.002109,0.002312,0.002533,0.002768,0.003013,0.003264,0.003513,0.003755,0.003989,0.004232,0.004533,0.004971,0.005584,0.006132,0.006647,0.007214,0.007895,0.008723,0.009714,0.010858,0.012123,0.013472,0.014922,0.016527,0.018359,0.020471,0.022907,0.025711,0.028940,0.032701,0.037217,0.042862,0.049806,0.056812,0.064002,0.071773,0.080400,0.089964,0.100494,0.111986,0.124284,0.136914,0.149688,0.162407,0.174856,0.186802,0.198011,0.209891,0.222485,0.235834,0.249984,0.264983,0.280882,0.297735,0.315599,0.334535,0.354607,0.375883,0.398436,0.422342,0.446234,0.468545,0.491973,0.516571,0.542400,0.569520,0.597996
2086,0.001689,0.000135,0.000080,0.000068,0.000058,0.000050,0.000045,0.000042,0.000040,0.000039,0.000040,0.000044,0.000051,0.000061,0.000078,0.000103,0.000129,0.000159,0.000191,0.000225,0.000257,0.000288,0.000317,0.000344,0.000368,0.000394,0.000421,0.000450,0.000481,0.000513,0.000548,0.000583,0.000616,0.000645,0.000669,0.000693,0.000721,0.000754,0.000787,0.000816,0.000837,0.000859,0.000888,0.000930,0.000984,0.001051,0.001125,0.001209,0.001310,0.001434,0.001584,0.001742,0.001908,0.002090,0.002291,0.002510,0.002742,0.002985,0.003233,0.003479,0.003719,0.003950,0.004191,0.004490,0.004928,0.005542,0.006090,0.006602,0.007166,0.007842,0.008665,0.009650,0.010788,0.012045,0.013387,0.014828,0.016425,0.018247,0.020346,0.022769,0.025558,0.028768,0.032510,0.037006,0.042632,0.049559,0.056542,0.063702,0.071437,0.080023,0.089542,0.100021,0.111460,0.123702,0.136275,0.148991,0.161653,0.174044,0.185937,0.197093,0.208918,0.221453,0.234741,0.248825,0.263754,0.279580,0.296355,0.314136,0.332984,0.352963,0.374141,0.396589,0.420385,0.444004,0.466204,0.489514,0.513990,0.539689,0.566674,0.595007
2087,0.001662,0.000133,0.000079,0.000067,0.000057,0.000050,0.000045,0.000041,0.000039,0.000038,0.000040,0.000043,0.000050,0.000061,0.000077,0.000102,0.000128,0.000157,0.000190,0.000223,0.000255,0.000286,0.000315,0.000341,0.000366,0.000391,0.000417,0.000446,0.000477,0.000509,0.000544,0.000579,0.000611,0.000640,0.000663,0.000687,0.000715,0.000747,0.000781,0.000808,0.000830,0.000851,0.000880,0.000921,0.000975,0.001041,0.001115,0.001198,0.001297,0.001420,0.001570,0.001726,0.001891,0.002071,0.002270,0.002486,0.002716,0.002957,0.003202,0.003446,0.003683,0.003912,0.004150,0.004447,0.004886,0.005501,0.006048,0.006558,0.007118,0.007790,0.008609,0.009587,0.010718,0.011969,0.013302,0.014736,0.016324,0.018135,0.020224,0.022633,0.025406,0.028599,0.032321,0.036797,0.042405,0.049315,0.056275,0.063405,0.071104,0.079650,0.089123,0.099554,0.110940,0.123126,0.135643,0.148301,0.160906,0.173242,0.185080,0.196184,0.207955,0.220433,0.233659,0.247678,0.262539,0.278291,0.294989,0.312688,0.331449,0.351336,0.372417,0.394762,0.418447,0.441797,0.463886,0.487081,0.511435,0.537006,0.563857,0.592050
2088,0.001635,0.000131,0.000078,0.000066,0.000056,0.000049,0.000044,0.000041,0.000039,0.000038,0.000039,0.000043,0.000049,0.000060,0.000077,0.000101,0.000127,0.000156,0.000188,0.000221,0.000254,0.000284,0.000312,0.000339,0.000363,0.000388,0.000414,0.000443,0.000473,0.000505,0.000539,0.000574,0.000606,0.000634,0.000658,0.000681,0.000709,0.000741,0.000774,0.000801,0.000822,0.000843,0.000872,0.000913,0.000966,0.001031,0.001104,0.001186,0.001285,0.001407,0.001556,0.001711,0.001874,0.002052,0.002249,0.002463,0.002691,0.002929,0.003172,0.003413,0.003647,0.003874,0.004110,0.004405,0.004843,0.005460,0.006007,0.006515,0.007071,0.007739,0.008552,0.009525,0.010650,0.011893,0.013219,0.014645,0.016224,0.018026,0.020102,0.022498,0.025256,0.028431,0.032134,0.036591,0.042180,0.049074,0.056010,0.063111,0.070775,0.079281,0.088709,0.099091,0.110425,0.122556,0.135017,0.147619,0.160168,0.172448,0.184232,0.195286,0.207003,0.219423,0.232588,0.246544,0.261336,0.277016,0.293637,0.311256,0.329931,0.349727,0.370711,0.392953,0.416530,0.439612,0.461592,0.484672,0.508906,0.534351,0.561068,0.589122
