6.5126,4.2246,2.2946,-0.6574
2.6526,1.4646,0.7646,-0.2974
4.8026,11.6146,7.6846,-1.6974
7.2626,12.6246,11.5146,4.4326
2.6826,7.1546,9.8446,1.9126
-0.1574,1.6846,0.8446,-3.2074
3.7126,2.6146,5.3746,-0.1374
-4.9274,-4.2854,-5.4354,-1.6574
4.3226,2.6246,5.9846,-2.1574
2.3726,2.5646,4.2546,-3.7274
-1.5374,-0.8254,2.4446,3.9826
1.3026,0.3646,5.1846,3.8026
-4.2074,-3.0254,-4.5654,-5.0874
10.8126,3.8246,8.6246,11.6726
-0.6574,15.1846,16.4146,-11.3874
0.9626,7.7946,3.2146,-3.2674
-2.7274,-1.6754,-3.3354,0.1226
0.9826,-3.7754,-6.2354,-0.8474
0.1726,0.4546,-0.9854,-4.0674
-2.4274,-4.1554,-5.2254,6.1126
3.6726,2.8746,3.1946,12.5526
-2.5274,-2.8254,-4.2254,2.7526
1.0426,1.1146,1.7646,-7.1874
0.8426,1.9646,3.2546,4.8026
3.9526,7.9546,7.8146,1.8626
1.4026,4.4646,5.9746,-2.3374
0.7526,7.6446,9.2946,0.0126
-0.0674,-0.0454,-1.1754,15.5826
2.1426,3.0146,4.7146,5.4526
-3.2174,-2.7954,-1.9754,6.9726
2.7026,2.3846,3.9646,-0.0074
0.1526,1.2446,2.0246,0.5726
-0.5074,1.6346,1.4546,9.0826
3.5526,3.0946,6.1146,5.4726
-0.2674,2.3546,4.5446,-3.0374
1.2226,3.1046,3.8446,-0.4674
-2.0474,-2.4954,-4.1654,0.6226
1.4726,1.3246,1.6846,5.3626
2.7126,4.0646,4.4446,-3.7374
-2.7474,-0.3654,-2.0654,-5.2874
-4.9174,-4.8954,-6.9554,-0.3174
0.5426,-0.3454,-0.8354,-1.0074
0.4826,0.3246,-2.8254,8.6526
-3.1274,-2.1754,-4.4354,6.6126
2.6926,1.0546,1.7146,-2.1074
3.9726,3.1846,3.6446,-3.3874
-2.3474,-0.0054,2.1546,3.0826
1.3126,-2.1154,1.6246,1.5626
-4.0774,-4.5654,-4.0554,4.4226
0.8926,-0.7754,0.9646,2.4526
1.8126,2.5446,0.7446,-3.6374
3.6226,3.0746,3.4646,-4.7974
2.2426,1.0546,2.3746,8.1926
2.1426,2.1646,2.9346,1.0426
3.0326,2.7546,1.8646,6.4326
2.7826,4.1246,8.3746,0.4726
3.7626,5.4946,8.6546,-3.4974
0.6126,3.1646,2.7846,-3.0674
3.3726,2.2746,3.3846,-0.2074
-1.4574,-3.5754,-5.2254,-1.5174
3.9726,1.1846,2.5346,1.3526
1.1126,1.0146,1.7646,8.7726
2.2826,2.9746,0.8646,1.2826
1.3126,1.9446,3.5146,-4.6674
0.7126,2.3746,2.2046,-0.1274
2.1126,4.2546,9.4646,9.7526
2.3726,6.7046,7.9146,-3.4474
-1.1474,-1.0954,-6.4054,2.8626
-5.9274,-6.6954,-13.1354,-8.0474
2.7726,4.2946,6.1346,0.1626
5.0426,2.3946,5.5746,6.0626
0.8726,-0.7754,-2.7854,5.5126
6.2526,4.0946,0.5646,6.1626
-1.6474,0.7046,0.6146,-4.7074
5.0226,5.0246,5.2046,1.4526
-0.5074,2.0946,-6.1254,5.0726
-4.9974,-3.2854,-5.2054,-1.6474
4.0626,-2.2254,-1.0654,-2.8174
6.8226,6.4046,9.0346,-2.6874
4.0626,4.4646,5.8046,1.0326
7.3526,5.2446,8.4646,5.8326
-4.1474,3.2346,3.4046,-8.2874
5.3826,8.2546,9.4146,4.6526
-3.7874,-2.1454,-5.1254,-2.7474
2.9626,-1.4054,-2.0854,1.2926
1.3926,-0.4154,-1.0254,4.4726
0.1726,0.5546,-0.9454,-1.6974
7.0226,5.7846,5.7246,5.6526
4.7426,4.6546,5.8946,3.2426
0.7526,3.5246,2.1046,-2.5674
-3.0774,-4.0954,-5.6954,3.2126
3.1826,-2.2054,0.9946,-1.0774
-2.4674,-6.4254,-5.3054,2.6226
-16.0574,-18.8954,-22.6454,6.8626
6.2026,1.0146,8.0546,-0.9974
7.0426,3.0946,1.7346,-3.6174
6.0026,6.4846,9.6946,-2.0874
6.1326,-0.0154,8.7946,1.3926
3.4426,7.0946,8.3046,-3.1674
-4.1374,-5.1654,-5.2154,1.4926
3.4726,-3.4654,2.9246,-3.0574
4.2926,9.1946,8.6646,8.0126
-2.5274,2.6746,-0.0154,-9.1174
4.7626,2.6146,6.2346,3.1626
-3.5174,0.2746,0.2346,-5.2074
-1.3974,-2.0754,-1.8054,2.9626
-2.8074,-3.4454,1.9946,1.5726
6.1026,-4.4954,3.9346,-8.2874
3.3226,5.5146,17.6646,3.7526
7.7526,4.5246,20.2546,8.0826
-4.7374,2.9846,6.9146,-1.2774
2.4726,7.4946,30.8846,0.5126
5.2626,1.5046,-4.1854,1.4726
-6.3474,-4.8154,-17.9454,-4.2074
-4.3274,-4.5654,-12.6454,0.2226
4.6326,1.6246,21.6646,-1.3974
-2.4374,1.0546,-7.4454,-4.1174
7.1226,5.5146,13.5846,3.4926
-5.3474,-1.2654,-5.3254,-7.7074
-2.6074,-3.7054,-10.0654,-1.0274
-10.6174,-4.9854,-19.6854,7.0126
1.2826,1.9746,3.9946,8.3926
3.2626,17.8946,4.2346,-0.8374
-10.0774,-1.5654,-6.1754,3.3426
-7.2474,-3.7054,-1.8954,4.5726
7.9226,3.8746,8.1046,-7.9074
0.6326,8.4746,7.2346,-1.8374
-2.0674,1.3146,2.4746,-0.2474
-2.2374,0.9246,-0.0654,-3.4674
-6.5574,-1.2954,-3.3554,-3.8074
-9.3774,-13.9554,-9.1554,6.7426
2.2726,5.2546,7.0846,4.6026
7.3026,6.9846,5.3846,-10.4974
1.3526,6.2246,5.3546,-2.3274
-1.7074,4.3746,2.5346,-2.5174
-2.5674,-2.3854,-2.6854,-2.1974
