Probability of death for males by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2050,0.003709,0.000282,0.000167,0.000138,0.000113,0.000096,0.000085,0.000079,0.000077,0.000077,0.000081,0.000089,0.000106,0.000140,0.000197,0.000282,0.000386,0.000507,0.000639,0.000773,0.000900,0.001013,0.001106,0.001186,0.001264,0.001344,0.001422,0.001495,0.001558,0.001610,0.001653,0.001691,0.001730,0.001780,0.001838,0.001897,0.001956,0.002014,0.002069,0.002115,0.002149,0.002176,0.002210,0.002269,0.002360,0.002479,0.002620,0.002783,0.002982,0.003229,0.003529,0.003865,0.004241,0.004664,0.005134,0.005632,0.006150,0.006690,0.007260,0.007866,0.008518,0.009222,0.009962,0.010737,0.011575,0.012491,0.013308,0.014054,0.014827,0.015744,0.016889,0.018322,0.020068,0.022098,0.024328,0.026740,0.029376,0.032303,0.035571,0.039235,0.043339,0.047977,0.053325,0.059703,0.067528,0.076945,0.086829,0.097261,0.108506,0.120761,0.134163,0.148779,0.164535,0.181063,0.197748,0.214305,0.230440,0.245848,0.260213,0.273224,0.286885,0.301229,0.316291,0.332105,0.348710,0.366146,0.384453,0.403676,0.423860,0.445053,0.467305,0.490671,0.515204,0.540964,0.568012,0.596413,0.626234,0.657545,0.690423,0.724944
2051,0.003648,0.000278,0.000165,0.000136,0.000111,0.000094,0.000084,0.000078,0.000076,0.000076,0.000080,0.000088,0.000105,0.000138,0.000195,0.000280,0.000383,0.000503,0.000635,0.000767,0.000894,0.001005,0.001098,0.001178,0.001255,0.001334,0.001411,0.001483,0.001546,0.001598,0.001641,0.001678,0.001717,0.001766,0.001823,0.001882,0.001940,0.001997,0.002052,0.002098,0.002131,0.002157,0.002191,0.002249,0.002339,0.002457,0.002596,0.002757,0.002954,0.003199,0.003497,0.003830,0.004202,0.004621,0.005085,0.005578,0.006090,0.006625,0.007187,0.007786,0.008431,0.009126,0.009859,0.010627,0.011462,0.012378,0.013194,0.013935,0.014702,0.015611,0.016747,0.018168,0.019900,0.021916,0.024129,0.026523,0.029139,0.032044,0.035288,0.038924,0.042996,0.047598,0.052907,0.059249,0.067048,0.076452,0.086304,0.096683,0.107862,0.120041,0.133360,0.147886,0.163547,0.179976,0.196564,0.213024,0.229065,0.244382,0.258662,0.271595,0.285175,0.299434,0.314406,0.330126,0.346632,0.363964,0.382162,0.401270,0.421334,0.442400,0.464520,0.487746,0.512134,0.537740,0.564627,0.592859,0.622502,0.653627,0.686308,0.720624
2052,0.003589,0.000274,0.000162,0.000134,0.000110,0.000093,0.000083,0.000077,0.000075,0.000075,0.000079,0.000087,0.000103,0.000136,0.000193,0.000277,0.000380,0.000500,0.000630,0.000762,0.000887,0.000998,0.001090,0.001169,0.001246,0.001324,0.001401,0.001472,0.001534,0.001586,0.001628,0.001665,0.001704,0.001752,0.001809,0.001867,0.001924,0.001981,0.002035,0.002080,0.002113,0.002138,0.002172,0.002229,0.002318,0.002434,0.002571,0.002731,0.002926,0.003169,0.003465,0.003795,0.004164,0.004578,0.005037,0.005525,0.006031,0.006560,0.007116,0.007708,0.008345,0.009032,0.009756,0.010518,0.011350,0.012267,0.013081,0.013818,0.014579,0.015480,0.016607,0.018017,0.019735,0.021735,0.023932,0.026309,0.028906,0.031790,0.035009,0.038617,0.042658,0.047223,0.052495,0.058800,0.066574,0.075965,0.085785,0.096112,0.107225,0.119329,0.132565,0.147002,0.162569,0.178900,0.195392,0.211756,0.227704,0.242932,0.257128,0.269985,0.283484,0.297658,0.312541,0.328168,0.344576,0.361805,0.379895,0.398890,0.418835,0.439776,0.461765,0.484853,0.509096,0.534551,0.561279,0.589342,0.618810,0.649750,0.682238,0.716349
2053,0.003530,0.000271,0.000160,0.000132,0.000108,0.000092,0.000082,0.000076,0.000074,0.000074,0.000078,0.000085,0.000102,0.000135,0.000191,0.000275,0.000377,0.000496,0.000625,0.000756,0.000880,0.000990,0.001082,0.001160,0.001236,0.001314,0.001390,0.001461,0.001523,0.001574,0.001616,0.001652,0.001690,0.001738,0.001794,0.001852,0.001909,0.001965,0.002018,0.002063,0.002095,0.002120,0.002153,0.002209,0.002297,0.002412,0.002548,0.002706,0.002898,0.003140,0.003433,0.003761,0.004126,0.004536,0.004990,0.005472,0.005973,0.006496,0.007045,0.007631,0.008260,0.008938,0.009655,0.010410,0.011239,0.012157,0.012970,0.013702,0.014457,0.015351,0.016468,0.017867,0.019573,0.021557,0.023738,0.026098,0.028676,0.031538,0.034733,0.038314,0.042324,0.046854,0.052088,0.058358,0.066106,0.075483,0.085271,0.095546,0.106594,0.118623,0.131778,0.146128,0.161601,0.177836,0.194233,0.210503,0.226358,0.241497,0.255610,0.268391,0.281810,0.295901,0.310696,0.326231,0.342542,0.359669,0.377653,0.396536,0.416362,0.437181,0.459040,0.481992,0.506091,0.531396,0.557965,0.585864,0.615157,0.645915,0.678210,0.712121
2054,0.003473,0.000267,0.000158,0.000130,0.000107,0.000091,0.000081,0.000075,0.000073,0.000073,0.000076,0.000084,0.000101,0.000133,0.000189,0.000272,0.000374,0.000492,0.000621,0.000751,0.000874,0.000983,0.001074,0.001152,0.001227,0.001304,0.001380,0.001450,0.001511,0.001562,0.001604,0.001640,0.001677,0.001725,0.001780,0.001838,0.001894,0.001949,0.002002,0.002045,0.002077,0.002101,0.002134,0.002189,0.002276,0.002390,0.002524,0.002680,0.002871,0.003110,0.003402,0.003727,0.004088,0.004494,0.004943,0.005420,0.005915,0.006432,0.006976,0.007554,0.008176,0.008846,0.009555,0.010304,0.011130,0.012049,0.012860,0.013588,0.014337,0.015223,0.016332,0.017719,0.019412,0.021382,0.023546,0.025889,0.028448,0.031290,0.034461,0.038015,0.041994,0.046490,0.051686,0.057921,0.065643,0.075007,0.084762,0.094987,0.105970,0.117926,0.131000,0.145263,0.160644,0.176784,0.193087,0.209262,0.225026,0.240078,0.254109,0.266814,0.280155,0.294163,0.308871,0.324314,0.340530,0.357557,0.375434,0.394206,0.413916,0.434612,0.456343,0.479160,0.503118,0.528274,0.554688,0.582422,0.611543,0.642120,0.674226,0.707938
2055,0.003416,0.000263,0.000156,0.000129,0.000106,0.000089,0.000080,0.000074,0.000072,0.000072,0.000075,0.000083,0.000099,0.000132,0.000187,0.000270,0.000372,0.000488,0.000616,0.000745,0.000868,0.000976,0.001066,0.001143,0.001218,0.001294,0.001370,0.001439,0.001500,0.001550,0.001591,0.001627,0.001664,0.001711,0.001766,0.001823,0.001879,0.001933,0.001985,0.002028,0.002060,0.002083,0.002115,0.002170,0.002255,0.002368,0.002500,0.002655,0.002844,0.003082,0.003371,0.003693,0.004051,0.004452,0.004897,0.005369,0.005859,0.006370,0.006907,0.007478,0.008093,0.008755,0.009456,0.010199,0.011022,0.011941,0.012751,0.013475,0.014219,0.015098,0.016197,0.017574,0.019253,0.021209,0.023357,0.025683,0.028224,0.031045,0.034193,0.037720,0.041669,0.046131,0.051290,0.057490,0.065187,0.074536,0.084259,0.094433,0.105352,0.117236,0.130230,0.144407,0.159697,0.175743,0.191952,0.208035,0.223709,0.238674,0.252623,0.265254,0.278517,0.292443,0.307065,0.322418,0.338539,0.355466,0.373240,0.391902,0.411497,0.432072,0.453675,0.476359,0.500177,0.525186,0.551445,0.579017,0.607968,0.638366,0.670285,0.703799
2056,0.003360,0.000260,0.000154,0.000127,0.000104,0.000088,0.000078,0.000073,0.000071,0.000071,0.000074,0.000082,0.000098,0.000130,0.000185,0.000268,0.000369,0.000485,0.000611,0.000740,0.000861,0.000969,0.001058,0.001135,0.001209,0.001285,0.001359,0.001429,0.001489,0.001538,0.001579,0.001615,0.001651,0.001698,0.001752,0.001809,0.001863,0.001918,0.001969,0.002011,0.002042,0.002065,0.002097,0.002151,0.002235,0.002346,0.002477,0.002630,0.002818,0.003053,0.003341,0.003660,0.004014,0.004411,0.004851,0.005318,0.005802,0.006308,0.006839,0.007404,0.008011,0.008665,0.009358,0.010095,0.010915,0.011836,0.012644,0.013364,0.014102,0.014973,0.016064,0.017430,0.019097,0.021038,0.023171,0.025480,0.028003,0.030803,0.033928,0.037429,0.041348,0.045776,0.050899,0.057065,0.064736,0.074070,0.083762,0.093885,0.104741,0.116553,0.129469,0.143561,0.158760,0.174713,0.190830,0.206821,0.222405,0.237284,0.251154,0.263711,0.276897,0.290742,0.305279,0.320543,0.336570,0.353398,0.371068,0.389622,0.409103,0.429558,0.451036,0.473587,0.497267,0.522130,0.548237,0.575649,0.604431,0.634653,0.666385,0.699704
2057,0.003306,0.000256,0.000152,0.000125,0.000103,0.000087,0.000077,0.000072,0.000070,0.000070,0.000073,0.000081,0.000097,0.000128,0.000183,0.000266,0.000366,0.000481,0.000607,0.000734,0.000855,0.000962,0.001050,0.001126,0.001200,0.001275,0.001349,0.001418,0.001477,0.001527,0.001567,0.001602,0.001639,0.001685,0.001739,0.001794,0.001849,0.001902,0.001953,0.001995,0.002025,0.002048,0.002078,0.002132,0.002215,0.002324,0.002454,0.002606,0.002791,0.003025,0.003311,0.003627,0.003978,0.004371,0.004806,0.005268,0.005747,0.006247,0.006772,0.007330,0.007930,0.008577,0.009262,0.009993,0.010810,0.011731,0.012538,0.013254,0.013986,0.014851,0.015932,0.017288,0.018942,0.020869,0.022986,0.025279,0.027784,0.030564,0.033667,0.037142,0.041031,0.045426,0.050513,0.056645,0.064291,0.073610,0.083270,0.093343,0.104137,0.115877,0.128715,0.142723,0.157833,0.173694,0.189720,0.205620,0.221116,0.235910,0.249699,0.262184,0.275294,0.289058,0.303511,0.318687,0.334621,0.351352,0.368920,0.387366,0.406734,0.427071,0.448424,0.470846,0.494388,0.519107,0.545063,0.572316,0.600932,0.630978,0.662527,0.695653
2058,0.003252,0.000253,0.000150,0.000124,0.000101,0.000086,0.000076,0.000071,0.000069,0.000069,0.000072,0.000080,0.000095,0.000127,0.000182,0.000263,0.000363,0.000478,0.000602,0.000729,0.000849,0.000955,0.001042,0.001118,0.001191,0.001266,0.001339,0.001407,0.001466,0.001515,0.001555,0.001590,0.001626,0.001671,0.001725,0.001780,0.001834,0.001887,0.001937,0.001978,0.002008,0.002030,0.002060,0.002113,0.002195,0.002303,0.002432,0.002581,0.002765,0.002997,0.003281,0.003595,0.003942,0.004331,0.004761,0.005218,0.005692,0.006186,0.006705,0.007257,0.007850,0.008489,0.009167,0.009892,0.010706,0.011628,0.012434,0.013146,0.013872,0.014730,0.015803,0.017148,0.018790,0.020702,0.022804,0.025081,0.027568,0.030329,0.033408,0.036858,0.040719,0.045080,0.050132,0.056230,0.063851,0.073155,0.082783,0.092807,0.103539,0.115209,0.127970,0.141894,0.156916,0.172686,0.188621,0.204432,0.219840,0.234550,0.248261,0.260674,0.273708,0.287393,0.301763,0.316851,0.332693,0.349328,0.366794,0.385134,0.404391,0.424610,0.445841,0.468133,0.491540,0.516117,0.541922,0.569018,0.597469,0.627343,0.658710,0.691646
2059,0.003199,0.000249,0.000148,0.000122,0.000100,0.000085,0.000075,0.000070,0.000068,0.000068,0.000071,0.000078,0.000094,0.000125,0.000180,0.000261,0.000360,0.000474,0.000598,0.000723,0.000842,0.000948,0.001035,0.001110,0.001182,0.001256,0.001329,0.001397,0.001455,0.001504,0.001544,0.001578,0.001614,0.001658,0.001711,0.001766,0.001819,0.001872,0.001921,0.001962,0.001991,0.002012,0.002042,0.002094,0.002175,0.002282,0.002409,0.002557,0.002739,0.002969,0.003251,0.003563,0.003906,0.004291,0.004717,0.005169,0.005638,0.006127,0.006640,0.007185,0.007770,0.008402,0.009073,0.009792,0.010604,0.011527,0.012331,0.013039,0.013760,0.014610,0.015675,0.017010,0.018639,0.020538,0.022625,0.024886,0.027355,0.030096,0.033154,0.036578,0.040410,0.044739,0.049756,0.055821,0.063417,0.072705,0.082301,0.092276,0.102947,0.114547,0.127232,0.141075,0.156009,0.171688,0.187534,0.203257,0.218578,0.233205,0.246838,0.259179,0.272138,0.285745,0.300033,0.315034,0.330786,0.347325,0.364691,0.382926,0.402072,0.422176,0.443285,0.465449,0.488721,0.513158,0.538815,0.565756,0.594044,0.623746,0.654933,0.687680
2060,0.003147,0.000246,0.000146,0.000120,0.000099,0.000084,0.000074,0.000069,0.000067,0.000067,0.000070,0.000077,0.000093,0.000124,0.000178,0.000259,0.000357,0.000470,0.000593,0.000718,0.000836,0.000941,0.001027,0.001102,0.001174,0.001247,0.001319,0.001386,0.001444,0.001492,0.001532,0.001566,0.001601,0.001646,0.001698,0.001752,0.001805,0.001856,0.001905,0.001945,0.001974,0.001995,0.002024,0.002075,0.002155,0.002261,0.002387,0.002533,0.002714,0.002942,0.003222,0.003531,0.003871,0.004252,0.004673,0.005121,0.005584,0.006068,0.006575,0.007114,0.007692,0.008317,0.008980,0.009693,0.010502,0.011426,0.012229,0.012933,0.013648,0.014492,0.015548,0.016873,0.018491,0.020375,0.022448,0.024693,0.027145,0.029866,0.032902,0.036302,0.040105,0.044403,0.049385,0.055417,0.062988,0.072260,0.081824,0.091751,0.102361,0.113893,0.126502,0.140264,0.155112,0.170702,0.186459,0.202094,0.217329,0.231873,0.245429,0.257701,0.270586,0.284115,0.298321,0.313237,0.328899,0.345344,0.362611,0.380741,0.399779,0.419767,0.440756,0.462794,0.485933,0.510230,0.535741,0.562529,0.590655,0.620188,0.651197,0.683757
2061,0.003096,0.000243,0.000144,0.000119,0.000098,0.000083,0.000073,0.000068,0.000066,0.000066,0.000069,0.000076,0.000092,0.000122,0.000176,0.000257,0.000355,0.000467,0.000589,0.000713,0.000830,0.000934,0.001020,0.001094,0.001165,0.001238,0.001310,0.001376,0.001433,0.001481,0.001520,0.001554,0.001589,0.001633,0.001685,0.001738,0.001790,0.001841,0.001890,0.001929,0.001957,0.001978,0.002007,0.002057,0.002136,0.002241,0.002365,0.002510,0.002688,0.002915,0.003193,0.003500,0.003836,0.004213,0.004630,0.005073,0.005531,0.006009,0.006511,0.007044,0.007615,0.008232,0.008888,0.009596,0.010402,0.011327,0.012128,0.012829,0.013539,0.014376,0.015424,0.016738,0.018344,0.020215,0.022273,0.024502,0.026937,0.029640,0.032654,0.036029,0.039805,0.044071,0.049019,0.055019,0.062565,0.071820,0.081352,0.091231,0.101781,0.113245,0.125780,0.139461,0.154224,0.169725,0.185395,0.200943,0.216093,0.230556,0.244036,0.256238,0.269050,0.282502,0.296627,0.311459,0.327032,0.343383,0.360552,0.378580,0.397509,0.417384,0.438254,0.460166,0.483175,0.507333,0.532700,0.559335,0.587302,0.616667,0.647500,0.679875
2062,0.003045,0.000239,0.000142,0.000117,0.000096,0.000081,0.000072,0.000067,0.000065,0.000065,0.000068,0.000075,0.000090,0.000121,0.000174,0.000255,0.000352,0.000463,0.000585,0.000707,0.000824,0.000927,0.001012,0.001086,0.001156,0.001229,0.001300,0.001366,0.001423,0.001470,0.001509,0.001542,0.001576,0.001620,0.001671,0.001724,0.001776,0.001827,0.001874,0.001913,0.001941,0.001961,0.001989,0.002039,0.002117,0.002220,0.002343,0.002486,0.002663,0.002888,0.003165,0.003468,0.003802,0.004175,0.004588,0.005025,0.005479,0.005952,0.006448,0.006974,0.007539,0.008149,0.008797,0.009499,0.010304,0.011229,0.012029,0.012726,0.013430,0.014261,0.015300,0.016605,0.018199,0.020057,0.022100,0.024314,0.026732,0.029416,0.032409,0.035760,0.039508,0.043743,0.048658,0.054625,0.062146,0.071385,0.080886,0.090717,0.101208,0.112605,0.125066,0.138667,0.153345,0.168759,0.184343,0.199804,0.214871,0.229253,0.242658,0.254790,0.267530,0.280906,0.294952,0.309699,0.325184,0.341443,0.358516,0.376441,0.395264,0.415027,0.435778,0.457567,0.480445,0.504468,0.529691,0.556175,0.583984,0.613183,0.643843,0.676035
2063,0.002996,0.000236,0.000140,0.000116,0.000095,0.000080,0.000071,0.000066,0.000064,0.000065,0.000067,0.000074,0.000089,0.000119,0.000172,0.000252,0.000349,0.000460,0.000580,0.000702,0.000818,0.000920,0.001005,0.001078,0.001148,0.001220,0.001290,0.001356,0.001412,0.001459,0.001497,0.001530,0.001564,0.001607,0.001658,0.001711,0.001762,0.001812,0.001859,0.001897,0.001924,0.001944,0.001972,0.002021,0.002098,0.002200,0.002321,0.002463,0.002639,0.002862,0.003137,0.003438,0.003768,0.004137,0.004546,0.004979,0.005427,0.005895,0.006385,0.006906,0.007464,0.008066,0.008708,0.009404,0.010206,0.011132,0.011931,0.012624,0.013324,0.014147,0.015179,0.016474,0.018056,0.019900,0.021929,0.024128,0.026530,0.029195,0.032167,0.035494,0.039215,0.043420,0.048302,0.054237,0.061733,0.070954,0.080424,0.090208,0.100640,0.111970,0.124359,0.137881,0.152476,0.167804,0.183302,0.198678,0.213661,0.227964,0.241294,0.253358,0.266026,0.279327,0.293294,0.307959,0.323356,0.339524,0.356500,0.374325,0.393042,0.412694,0.433329,0.454995,0.477745,0.501632,0.526714,0.553049,0.580702,0.609737,0.640224,0.672235
2064,0.002947,0.000233,0.000139,0.000114,0.000094,0.000079,0.000071,0.000066,0.000063,0.000064,0.000066,0.000073,0.000088,0.000118,0.000171,0.000250,0.000347,0.000457,0.000576,0.000697,0.000812,0.000913,0.000997,0.001070,0.001139,0.001211,0.001281,0.001345,0.001401,0.001448,0.001486,0.001518,0.001552,0.001595,0.001645,0.001697,0.001748,0.001797,0.001844,0.001882,0.001908,0.001928,0.001955,0.002003,0.002079,0.002180,0.002300,0.002440,0.002614,0.002836,0.003109,0.003407,0.003735,0.004100,0.004504,0.004932,0.005376,0.005839,0.006323,0.006838,0.007389,0.007985,0.008619,0.009310,0.010110,0.011037,0.011834,0.012524,0.013218,0.014035,0.015059,0.016344,0.017915,0.019746,0.021761,0.023945,0.026330,0.028977,0.031928,0.035231,0.038926,0.043100,0.047950,0.053853,0.061324,0.070529,0.079967,0.089704,0.100078,0.111343,0.123659,0.137104,0.151616,0.166858,0.182271,0.197563,0.212464,0.226689,0.239944,0.251941,0.264538,0.277765,0.291653,0.306236,0.321548,0.337625,0.354507,0.372232,0.390844,0.410386,0.430905,0.452450,0.475073,0.498826,0.523768,0.549956,0.577454,0.606327,0.636643,0.668475
2065,0.002899,0.000230,0.000137,0.000113,0.000092,0.000078,0.000070,0.000065,0.000063,0.000063,0.000065,0.000072,0.000087,0.000117,0.000169,0.000248,0.000344,0.000453,0.000572,0.000692,0.000806,0.000907,0.000990,0.001062,0.001131,0.001202,0.001271,0.001335,0.001391,0.001437,0.001475,0.001507,0.001540,0.001583,0.001632,0.001684,0.001734,0.001783,0.001829,0.001866,0.001892,0.001911,0.001938,0.001985,0.002061,0.002160,0.002279,0.002418,0.002590,0.002810,0.003081,0.003377,0.003701,0.004063,0.004463,0.004887,0.005326,0.005783,0.006262,0.006771,0.007316,0.007904,0.008532,0.009217,0.010015,0.010943,0.011739,0.012425,0.013114,0.013924,0.014940,0.016216,0.017776,0.019594,0.021595,0.023764,0.026133,0.028761,0.031692,0.034972,0.038640,0.042785,0.047602,0.053475,0.060921,0.070108,0.079515,0.089205,0.099522,0.110722,0.122967,0.136335,0.150765,0.165922,0.181252,0.196461,0.211280,0.225426,0.238609,0.250539,0.263066,0.276219,0.290030,0.304532,0.319758,0.335746,0.352534,0.370160,0.388668,0.408102,0.428507,0.449932,0.472429,0.496050,0.520853,0.546896,0.574240,0.602952,0.633100,0.664755
2066,0.002852,0.000227,0.000135,0.000111,0.000091,0.000077,0.000069,0.000064,0.000062,0.000062,0.000065,0.000071,0.000086,0.000115,0.000167,0.000246,0.000341,0.000450,0.000568,0.000687,0.000800,0.000900,0.000983,0.001054,0.001123,0.001193,0.001262,0.001325,0.001381,0.001426,0.001464,0.001495,0.001528,0.001570,0.001620,0.001670,0.001720,0.001768,0.001814,0.001851,0.001876,0.001895,0.001921,0.001968,0.002042,0.002141,0.002258,0.002395,0.002566,0.002784,0.003054,0.003348,0.003668,0.004026,0.004422,0.004841,0.005276,0.005728,0.006202,0.006705,0.007243,0.007825,0.008446,0.009126,0.009921,0.010849,0.011645,0.012327,0.013011,0.013815,0.014823,0.016090,0.017638,0.019443,0.021431,0.023585,0.025938,0.028548,0.031459,0.034716,0.038358,0.042474,0.047259,0.053101,0.060522,0.069692,0.079067,0.088712,0.098972,0.110107,0.122282,0.135574,0.149923,0.164997,0.180243,0.195369,0.210108,0.224177,0.237287,0.249152,0.261609,0.274690,0.288424,0.302846,0.317988,0.333887,0.350582,0.368111,0.386516,0.405842,0.426134,0.447441,0.469813,0.493304,0.517969,0.543867,0.571061,0.599614,0.629594,0.661074
2067,0.002806,0.000224,0.000133,0.000110,0.000090,0.000076,0.000068,0.000063,0.000061,0.000061,0.000064,0.000070,0.000085,0.000114,0.000166,0.000244,0.000339,0.000446,0.000563,0.000682,0.000794,0.000893,0.000975,0.001046,0.001114,0.001184,0.001252,0.001316,0.001370,0.001416,0.001453,0.001484,0.001517,0.001558,0.001607,0.001657,0.001706,0.001754,0.001799,0.001835,0.001861,0.001879,0.001904,0.001951,0.002024,0.002121,0.002237,0.002373,0.002542,0.002759,0.003027,0.003318,0.003636,0.003990,0.004382,0.004797,0.005227,0.005674,0.006142,0.006639,0.007172,0.007746,0.008360,0.009035,0.009828,0.010757,0.011551,0.012231,0.012909,0.013707,0.014708,0.015965,0.017502,0.019295,0.021268,0.023408,0.025745,0.028338,0.031229,0.034464,0.038080,0.042166,0.046921,0.052732,0.060128,0.069280,0.078624,0.088223,0.098427,0.109499,0.121604,0.134820,0.149089,0.164081,0.179245,0.194290,0.208949,0.222942,0.235980,0.247779,0.260168,0.273177,0.286835,0.301177,0.316236,0.332048,0.348650,0.366083,0.384387,0.403606,0.423786,0.444976,0.467225,0.490586,0.515115,0.540871,0.567914,0.596310,0.626126,0.657432
2068,0.002760,0.000221,0.000132,0.000108,0.000089,0.000075,0.000067,0.000062,0.000060,0.000060,0.000063,0.000069,0.000083,0.000112,0.000164,0.000242,0.000336,0.000443,0.000559,0.000677,0.000788,0.000887,0.000968,0.001039,0.001106,0.001175,0.001243,0.001306,0.001360,0.001405,0.001442,0.001473,0.001505,0.001546,0.001594,0.001644,0.001693,0.001740,0.001784,0.001820,0.001845,0.001863,0.001888,0.001933,0.002006,0.002102,0.002217,0.002351,0.002519,0.002734,0.003000,0.003289,0.003604,0.003954,0.004342,0.004753,0.005178,0.005620,0.006083,0.006575,0.007101,0.007669,0.008276,0.008946,0.009736,0.010667,0.011459,0.012135,0.012809,0.013601,0.014594,0.015842,0.017368,0.019148,0.021108,0.023234,0.025555,0.028131,0.031002,0.034214,0.037805,0.041863,0.046586,0.052367,0.059739,0.068873,0.078186,0.087740,0.097888,0.108897,0.120933,0.134075,0.148265,0.163174,0.178257,0.193221,0.207802,0.221719,0.234687,0.246421,0.258742,0.271679,0.285263,0.299526,0.314502,0.330228,0.346739,0.364076,0.382280,0.401394,0.421463,0.442537,0.464663,0.487896,0.512291,0.537906,0.564801,0.593041,0.622693,0.653828
2069,0.002715,0.000218,0.000130,0.000107,0.000088,0.000074,0.000066,0.000061,0.000059,0.000059,0.000062,0.000068,0.000082,0.000111,0.000162,0.000240,0.000333,0.000440,0.000555,0.000672,0.000783,0.000880,0.000961,0.001031,0.001098,0.001166,0.001234,0.001296,0.001350,0.001394,0.001431,0.001461,0.001493,0.001534,0.001582,0.001631,0.001679,0.001726,0.001770,0.001805,0.001829,0.001847,0.001871,0.001916,0.001988,0.002083,0.002196,0.002329,0.002495,0.002709,0.002974,0.003260,0.003572,0.003919,0.004303,0.004709,0.005130,0.005567,0.006025,0.006511,0.007031,0.007592,0.008193,0.008858,0.009645,0.010577,0.011369,0.012041,0.012710,0.013495,0.014481,0.015720,0.017235,0.019003,0.020950,0.023062,0.025368,0.027926,0.030777,0.033968,0.037534,0.041564,0.046256,0.052007,0.059355,0.068471,0.077753,0.087261,0.097355,0.108301,0.120269,0.133338,0.147449,0.162277,0.177280,0.192164,0.206667,0.220509,0.233407,0.245077,0.257331,0.270197,0.283707,0.297892,0.312787,0.328426,0.344848,0.362090,0.380195,0.399204,0.419165,0.440123,0.462129,0.485235,0.509497,0.534972,0.561721,0.589807,0.619297,0.650262
2070,0.002671,0.000215,0.000128,0.000106,0.000087,0.000073,0.000065,0.000061,0.000059,0.000059,0.000061,0.000067,0.000081,0.000110,0.000161,0.000238,0.000331,0.000437,0.000551,0.000667,0.000777,0.000874,0.000954,0.001023,0.001090,0.001158,0.001225,0.001286,0.001340,0.001384,0.001420,0.001450,0.001482,0.001522,0.001570,0.001618,0.001666,0.001712,0.001755,0.001790,0.001814,0.001831,0.001855,0.001900,0.001970,0.002064,0.002176,0.002308,0.002472,0.002685,0.002948,0.003232,0.003541,0.003884,0.004264,0.004666,0.005082,0.005515,0.005968,0.006448,0.006962,0.007516,0.008111,0.008770,0.009556,0.010488,0.011279,0.011948,0.012612,0.013391,0.014370,0.015599,0.017104,0.018860,0.020794,0.022892,0.025182,0.027723,0.030556,0.033725,0.037266,0.041268,0.045930,0.051652,0.058975,0.068073,0.077323,0.086787,0.096826,0.107712,0.119612,0.132608,0.146642,0.161390,0.176313,0.191118,0.205543,0.219312,0.232140,0.243747,0.255934,0.268731,0.282168,0.296276,0.311090,0.326644,0.342976,0.360125,0.378132,0.397038,0.416890,0.437735,0.459621,0.482602,0.506732,0.532069,0.558672,0.586606,0.615936,0.646733
2071,0.002628,0.000212,0.000127,0.000104,0.000085,0.000072,0.000064,0.000060,0.000058,0.000058,0.000060,0.000066,0.000080,0.000108,0.000159,0.000236,0.000328,0.000433,0.000547,0.000662,0.000771,0.000867,0.000947,0.001016,0.001082,0.001149,0.001215,0.001277,0.001330,0.001374,0.001409,0.001439,0.001471,0.001510,0.001557,0.001606,0.001653,0.001698,0.001741,0.001775,0.001799,0.001816,0.001839,0.001883,0.001953,0.002046,0.002156,0.002287,0.002450,0.002660,0.002922,0.003204,0.003510,0.003850,0.004225,0.004623,0.005035,0.005463,0.005911,0.006385,0.006893,0.007441,0.008030,0.008684,0.009468,0.010401,0.011190,0.011856,0.012515,0.013289,0.014260,0.015481,0.016975,0.018719,0.020640,0.022724,0.024999,0.027524,0.030337,0.033484,0.037001,0.040976,0.045609,0.051301,0.058600,0.067679,0.076899,0.086319,0.096304,0.107128,0.118962,0.131885,0.145843,0.160512,0.175356,0.190083,0.204432,0.218127,0.230887,0.242431,0.254552,0.267280,0.280644,0.294676,0.309410,0.324881,0.341125,0.358181,0.376090,0.394894,0.414639,0.435371,0.457140,0.479997,0.503997,0.529196,0.555656,0.583439,0.612611,0.643241
