Probability of death for males by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2072,0.002585,0.000209,0.000125,0.000103,0.000084,0.000071,0.000063,0.000059,0.000057,0.000057,0.000059,0.000065,0.000079,0.000107,0.000157,0.000234,0.000326,0.000430,0.000543,0.000657,0.000766,0.000861,0.000940,0.001008,0.001074,0.001141,0.001206,0.001267,0.001320,0.001363,0.001399,0.001428,0.001459,0.001499,0.001545,0.001593,0.001639,0.001685,0.001727,0.001761,0.001784,0.001800,0.001823,0.001866,0.001935,0.002027,0.002137,0.002265,0.002427,0.002636,0.002896,0.003176,0.003479,0.003815,0.004187,0.004581,0.004988,0.005412,0.005855,0.006324,0.006826,0.007367,0.007949,0.008599,0.009380,0.010314,0.011103,0.011765,0.012420,0.013187,0.014151,0.015363,0.016847,0.018579,0.020488,0.022558,0.024819,0.027326,0.030121,0.033247,0.036740,0.040688,0.045291,0.050954,0.058229,0.067289,0.076478,0.085855,0.095786,0.106550,0.118318,0.131170,0.145052,0.159643,0.174409,0.189058,0.203332,0.216955,0.229646,0.241129,0.253185,0.265844,0.279137,0.293093,0.307748,0.323136,0.339292,0.356257,0.374070,0.392773,0.412412,0.433032,0.454684,0.477418,0.501289,0.526354,0.552671,0.580305,0.609320,0.639786
2073,0.002544,0.000206,0.000123,0.000102,0.000083,0.000070,0.000063,0.000058,0.000056,0.000056,0.000059,0.000064,0.000078,0.000106,0.000156,0.000232,0.000323,0.000427,0.000539,0.000652,0.000760,0.000855,0.000933,0.001001,0.001066,0.001132,0.001198,0.001258,0.001310,0.001353,0.001388,0.001418,0.001448,0.001487,0.001533,0.001581,0.001626,0.001671,0.001713,0.001746,0.001769,0.001785,0.001808,0.001850,0.001918,0.002009,0.002117,0.002245,0.002405,0.002612,0.002871,0.003149,0.003449,0.003782,0.004150,0.004539,0.004942,0.005361,0.005799,0.006263,0.006759,0.007294,0.007870,0.008515,0.009294,0.010229,0.011016,0.011676,0.012325,0.013087,0.014044,0.015248,0.016721,0.018441,0.020337,0.022394,0.024640,0.027131,0.029907,0.033013,0.036482,0.040403,0.044977,0.050612,0.057862,0.066904,0.076062,0.085395,0.095274,0.105979,0.117681,0.130463,0.144270,0.158783,0.173472,0.188045,0.202243,0.215795,0.228419,0.239840,0.251832,0.264424,0.277645,0.291527,0.306103,0.321409,0.337479,0.354353,0.372071,0.390674,0.410208,0.430718,0.452254,0.474867,0.498610,0.523541,0.549718,0.577204,0.606064,0.636367
2074,0.002502,0.000203,0.000122,0.000100,0.000082,0.000070,0.000062,0.000057,0.000055,0.000056,0.000058,0.000064,0.000077,0.000105,0.000154,0.000230,0.000321,0.000424,0.000535,0.000648,0.000754,0.000849,0.000927,0.000994,0.001058,0.001124,0.001189,0.001249,0.001300,0.001343,0.001378,0.001407,0.001437,0.001476,0.001521,0.001568,0.001614,0.001658,0.001699,0.001732,0.001754,0.001770,0.001792,0.001834,0.001901,0.001991,0.002098,0.002224,0.002383,0.002589,0.002846,0.003121,0.003419,0.003748,0.004112,0.004498,0.004897,0.005311,0.005744,0.006203,0.006693,0.007222,0.007792,0.008432,0.009209,0.010144,0.010931,0.011587,0.012232,0.012988,0.013938,0.015133,0.016596,0.018305,0.020188,0.022232,0.024464,0.026939,0.029697,0.032781,0.036227,0.040122,0.044668,0.050273,0.057500,0.066522,0.075650,0.084940,0.094767,0.105413,0.117051,0.129763,0.143495,0.157931,0.172544,0.187042,0.201166,0.214647,0.227205,0.238565,0.250493,0.263018,0.276169,0.289977,0.304476,0.319700,0.335685,0.352469,0.370092,0.388597,0.408027,0.428428,0.449849,0.472342,0.495959,0.520757,0.546795,0.574135,0.602841,0.632983
2075,0.002462,0.000201,0.000120,0.000099,0.000081,0.000069,0.000061,0.000057,0.000055,0.000055,0.000057,0.000063,0.000076,0.000103,0.000153,0.000228,0.000318,0.000421,0.000531,0.000643,0.000749,0.000842,0.000920,0.000986,0.001050,0.001116,0.001180,0.001239,0.001290,0.001333,0.001367,0.001396,0.001426,0.001464,0.001509,0.001556,0.001601,0.001645,0.001685,0.001718,0.001740,0.001755,0.001777,0.001818,0.001884,0.001973,0.002079,0.002204,0.002361,0.002566,0.002821,0.003094,0.003389,0.003715,0.004076,0.004457,0.004852,0.005262,0.005690,0.006143,0.006628,0.007151,0.007714,0.008350,0.009125,0.010061,0.010846,0.011499,0.012140,0.012891,0.013833,0.015020,0.016473,0.018171,0.020042,0.022072,0.024289,0.026748,0.029488,0.032553,0.035976,0.039844,0.044362,0.049939,0.057142,0.066145,0.075243,0.084490,0.094265,0.104853,0.116427,0.129070,0.142729,0.157089,0.171627,0.186049,0.200100,0.213510,0.226003,0.237303,0.249168,0.261626,0.274708,0.288443,0.302865,0.318008,0.333909,0.350604,0.368135,0.386541,0.405868,0.426162,0.447470,0.469843,0.493335,0.518002,0.543902,0.571097,0.599652,0.629635
2076,0.002422,0.000198,0.000119,0.000098,0.000080,0.000068,0.000060,0.000056,0.000054,0.000054,0.000056,0.000062,0.000075,0.000102,0.000151,0.000226,0.000316,0.000417,0.000527,0.000638,0.000743,0.000836,0.000913,0.000979,0.001043,0.001107,0.001171,0.001230,0.001281,0.001323,0.001357,0.001385,0.001415,0.001453,0.001498,0.001544,0.001588,0.001632,0.001672,0.001704,0.001725,0.001740,0.001761,0.001802,0.001868,0.001955,0.002060,0.002183,0.002339,0.002543,0.002796,0.003068,0.003360,0.003683,0.004039,0.004417,0.004807,0.005213,0.005636,0.006085,0.006563,0.007080,0.007638,0.008269,0.009042,0.009979,0.010763,0.011413,0.012049,0.012794,0.013730,0.014908,0.016352,0.018038,0.019897,0.021914,0.024117,0.026560,0.029283,0.032327,0.035727,0.039570,0.044060,0.049609,0.056788,0.065772,0.074839,0.084044,0.093768,0.104298,0.115809,0.128384,0.141971,0.156256,0.170718,0.185067,0.199046,0.212386,0.224813,0.236054,0.247857,0.260249,0.273262,0.286925,0.301271,0.316335,0.332152,0.348759,0.366197,0.384507,0.403732,0.423919,0.445115,0.467371,0.490739,0.515276,0.541040,0.568092,0.596496,0.626321
2077,0.002383,0.000195,0.000117,0.000096,0.000079,0.000067,0.000059,0.000055,0.000053,0.000053,0.000055,0.000061,0.000074,0.000101,0.000150,0.000224,0.000314,0.000414,0.000523,0.000634,0.000738,0.000830,0.000906,0.000972,0.001035,0.001099,0.001162,0.001221,0.001271,0.001313,0.001347,0.001375,0.001404,0.001442,0.001486,0.001532,0.001576,0.001618,0.001658,0.001690,0.001711,0.001725,0.001746,0.001786,0.001851,0.001938,0.002041,0.002163,0.002318,0.002520,0.002772,0.003041,0.003330,0.003650,0.004003,0.004377,0.004763,0.005164,0.005583,0.006026,0.006500,0.007011,0.007563,0.008188,0.008960,0.009897,0.010681,0.011328,0.011959,0.012699,0.013628,0.014798,0.016232,0.017907,0.019753,0.021758,0.023947,0.026375,0.029079,0.032104,0.035482,0.039299,0.043761,0.049284,0.056438,0.065403,0.074440,0.083603,0.093276,0.103749,0.115198,0.127705,0.141220,0.155431,0.169819,0.184094,0.198002,0.211274,0.223636,0.234818,0.246559,0.258887,0.271831,0.285423,0.299694,0.314679,0.330412,0.346933,0.364280,0.382494,0.401618,0.421699,0.442784,0.464924,0.488170,0.512578,0.538207,0.565117,0.593373,0.623042
2078,0.002344,0.000193,0.000116,0.000095,0.000078,0.000066,0.000059,0.000054,0.000053,0.000053,0.000055,0.000060,0.000073,0.000100,0.000148,0.000223,0.000311,0.000411,0.000520,0.000629,0.000733,0.000824,0.000900,0.000965,0.001027,0.001091,0.001154,0.001212,0.001262,0.001303,0.001337,0.001365,0.001394,0.001430,0.001474,0.001520,0.001563,0.001606,0.001645,0.001676,0.001696,0.001711,0.001731,0.001771,0.001835,0.001920,0.002022,0.002143,0.002297,0.002497,0.002748,0.003015,0.003302,0.003618,0.003968,0.004338,0.004720,0.005117,0.005531,0.005969,0.006437,0.006942,0.007488,0.008109,0.008878,0.009817,0.010599,0.011243,0.011871,0.012604,0.013527,0.014689,0.016113,0.017777,0.019612,0.021604,0.023779,0.026191,0.028879,0.031883,0.035239,0.039032,0.043467,0.048962,0.056093,0.065038,0.074044,0.083166,0.092789,0.103206,0.114593,0.127033,0.140477,0.154614,0.168930,0.183132,0.196968,0.210172,0.222471,0.233595,0.245275,0.257538,0.270415,0.283936,0.298133,0.313039,0.328691,0.345126,0.362382,0.380501,0.399526,0.419503,0.440478,0.462502,0.485627,0.509908,0.535404,0.562174,0.590283,0.619797
2079,0.002306,0.000190,0.000114,0.000094,0.000077,0.000065,0.000058,0.000054,0.000052,0.000052,0.000054,0.000059,0.000072,0.000099,0.000147,0.000221,0.000309,0.000408,0.000516,0.000624,0.000727,0.000818,0.000893,0.000958,0.001020,0.001083,0.001145,0.001203,0.001252,0.001293,0.001327,0.001354,0.001383,0.001419,0.001463,0.001508,0.001551,0.001593,0.001631,0.001662,0.001682,0.001696,0.001716,0.001755,0.001819,0.001903,0.002004,0.002124,0.002276,0.002475,0.002724,0.002990,0.003273,0.003587,0.003933,0.004299,0.004677,0.005069,0.005479,0.005912,0.006375,0.006874,0.007414,0.008031,0.008798,0.009738,0.010519,0.011160,0.011783,0.012511,0.013427,0.014581,0.015996,0.017649,0.019472,0.021451,0.023613,0.026010,0.028680,0.031666,0.034999,0.038768,0.043175,0.048644,0.055751,0.064676,0.073653,0.082733,0.092307,0.102668,0.113993,0.126368,0.139742,0.153806,0.168049,0.182180,0.195946,0.209083,0.221318,0.232384,0.244004,0.256204,0.269014,0.282465,0.296588,0.311417,0.326988,0.343338,0.360504,0.378530,0.397456,0.417329,0.438195,0.460105,0.483110,0.507266,0.532629,0.559261,0.587224,0.616585
2080,0.002269,0.000188,0.000113,0.000093,0.000076,0.000064,0.000057,0.000053,0.000051,0.000051,0.000053,0.000059,0.000071,0.000097,0.000145,0.000219,0.000306,0.000405,0.000512,0.000620,0.000722,0.000812,0.000887,0.000951,0.001012,0.001075,0.001137,0.001194,0.001243,0.001284,0.001317,0.001344,0.001372,0.001408,0.001452,0.001496,0.001539,0.001580,0.001618,0.001648,0.001668,0.001682,0.001702,0.001740,0.001803,0.001886,0.001986,0.002104,0.002255,0.002453,0.002701,0.002964,0.003245,0.003556,0.003898,0.004260,0.004635,0.005023,0.005428,0.005856,0.006313,0.006807,0.007341,0.007954,0.008719,0.009659,0.010440,0.011078,0.011696,0.012419,0.013329,0.014475,0.015880,0.017522,0.019334,0.021301,0.023449,0.025831,0.028484,0.031450,0.034763,0.038507,0.042888,0.048329,0.055413,0.064319,0.073265,0.082305,0.091830,0.102135,0.113401,0.125710,0.139014,0.153006,0.167178,0.181237,0.194934,0.208004,0.220177,0.231186,0.242746,0.254883,0.267627,0.281008,0.295059,0.309812,0.325302,0.341568,0.358646,0.376578,0.395407,0.415177,0.435936,0.457733,0.480620,0.504651,0.529883,0.556377,0.584196,0.613406
2081,0.002232,0.000185,0.000111,0.000092,0.000075,0.000063,0.000056,0.000052,0.000051,0.000050,0.000052,0.000058,0.000070,0.000096,0.000144,0.000217,0.000304,0.000402,0.000508,0.000615,0.000717,0.000806,0.000880,0.000944,0.001005,0.001067,0.001128,0.001185,0.001234,0.001274,0.001307,0.001334,0.001362,0.001398,0.001440,0.001484,0.001526,0.001567,0.001605,0.001635,0.001655,0.001668,0.001687,0.001725,0.001787,0.001869,0.001968,0.002085,0.002234,0.002431,0.002678,0.002939,0.003217,0.003525,0.003863,0.004222,0.004593,0.004977,0.005378,0.005801,0.006253,0.006740,0.007269,0.007877,0.008641,0.009582,0.010361,0.010996,0.011611,0.012329,0.013231,0.014370,0.015766,0.017397,0.019197,0.021152,0.023287,0.025654,0.028291,0.031238,0.034529,0.038249,0.042604,0.048019,0.055079,0.063965,0.072882,0.081881,0.091357,0.101608,0.112814,0.125058,0.138293,0.152215,0.166315,0.180304,0.193932,0.206937,0.219048,0.230001,0.241501,0.253576,0.266255,0.279567,0.293546,0.308223,0.323634,0.339816,0.356806,0.374647,0.393379,0.413048,0.433701,0.455386,0.478155,0.502063,0.527166,0.553524,0.581200,0.610260
2082,0.002196,0.000183,0.000110,0.000090,0.000074,0.000063,0.000056,0.000052,0.000050,0.000050,0.000052,0.000057,0.000069,0.000095,0.000142,0.000215,0.000302,0.000399,0.000504,0.000611,0.000711,0.000800,0.000874,0.000937,0.000998,0.001059,0.001120,0.001176,0.001225,0.001265,0.001297,0.001324,0.001351,0.001387,0.001429,0.001473,0.001514,0.001555,0.001592,0.001622,0.001641,0.001654,0.001673,0.001710,0.001771,0.001853,0.001950,0.002066,0.002214,0.002409,0.002655,0.002914,0.003190,0.003494,0.003829,0.004184,0.004551,0.004931,0.005328,0.005746,0.006193,0.006675,0.007198,0.007802,0.008563,0.009505,0.010284,0.010916,0.011526,0.012239,0.013135,0.014266,0.015653,0.017274,0.019062,0.021005,0.023127,0.025479,0.028099,0.031028,0.034298,0.037994,0.042323,0.047712,0.054749,0.063615,0.072502,0.081461,0.090889,0.101086,0.112232,0.124413,0.137580,0.151431,0.165462,0.179381,0.192941,0.205880,0.217931,0.228827,0.240269,0.252282,0.264896,0.278141,0.292048,0.306650,0.321983,0.338082,0.354986,0.372735,0.391372,0.410941,0.431488,0.453062,0.475715,0.499501,0.524476,0.550700,0.578235,0.607147
2083,0.002161,0.000180,0.000108,0.000089,0.000073,0.000062,0.000055,0.000051,0.000049,0.000049,0.000051,0.000056,0.000068,0.000094,0.000141,0.000214,0.000300,0.000396,0.000501,0.000606,0.000706,0.000794,0.000867,0.000930,0.000990,0.001052,0.001112,0.001167,0.001215,0.001255,0.001287,0.001314,0.001341,0.001376,0.001418,0.001461,0.001502,0.001543,0.001579,0.001608,0.001627,0.001640,0.001658,0.001695,0.001755,0.001836,0.001932,0.002047,0.002194,0.002388,0.002632,0.002889,0.003163,0.003464,0.003796,0.004147,0.004510,0.004886,0.005278,0.005692,0.006134,0.006610,0.007128,0.007727,0.008487,0.009430,0.010207,0.010836,0.011443,0.012150,0.013040,0.014163,0.015541,0.017151,0.018929,0.020860,0.022969,0.025306,0.027910,0.030821,0.034070,0.037743,0.042046,0.047409,0.054423,0.063269,0.072126,0.081045,0.090426,0.100569,0.111657,0.123775,0.136874,0.150655,0.164617,0.178467,0.191960,0.204835,0.216824,0.227666,0.239049,0.251001,0.263551,0.276729,0.290566,0.305094,0.320348,0.336366,0.353184,0.370843,0.389386,0.408855,0.429298,0.450762,0.473301,0.496966,0.521814,0.547905,0.575300,0.604065
2084,0.002126,0.000178,0.000107,0.000088,0.000072,0.000061,0.000054,0.000050,0.000049,0.000048,0.000050,0.000055,0.000068,0.000093,0.000140,0.000212,0.000297,0.000393,0.000497,0.000602,0.000701,0.000789,0.000861,0.000923,0.000983,0.001044,0.001104,0.001159,0.001206,0.001246,0.001277,0.001304,0.001331,0.001366,0.001407,0.001450,0.001491,0.001530,0.001567,0.001595,0.001614,0.001626,0.001644,0.001681,0.001740,0.001820,0.001915,0.002029,0.002174,0.002367,0.002609,0.002865,0.003136,0.003434,0.003763,0.004110,0.004469,0.004841,0.005229,0.005639,0.006075,0.006546,0.007059,0.007654,0.008411,0.009355,0.010131,0.010758,0.011360,0.012062,0.012946,0.014062,0.015430,0.017031,0.018797,0.020716,0.022812,0.025136,0.027723,0.030616,0.033844,0.037494,0.041773,0.047110,0.054101,0.062926,0.071754,0.080634,0.089967,0.100058,0.111088,0.123143,0.136176,0.149888,0.163781,0.177563,0.190989,0.203800,0.215730,0.226516,0.237842,0.249734,0.262221,0.275332,0.289098,0.303553,0.318731,0.334667,0.351401,0.368971,0.387419,0.406790,0.427130,0.448486,0.470911,0.494456,0.519179,0.545138,0.572395,0.601015
2085,0.002092,0.000176,0.000106,0.000087,0.000071,0.000060,0.000054,0.000050,0.000048,0.000048,0.000050,0.000055,0.000067,0.000092,0.000138,0.000210,0.000295,0.000390,0.000493,0.000597,0.000696,0.000783,0.000855,0.000916,0.000976,0.001036,0.001095,0.001150,0.001197,0.001236,0.001268,0.001294,0.001321,0.001355,0.001396,0.001438,0.001479,0.001518,0.001554,0.001582,0.001600,0.001612,0.001630,0.001666,0.001725,0.001804,0.001898,0.002010,0.002154,0.002346,0.002587,0.002841,0.003109,0.003404,0.003730,0.004074,0.004429,0.004797,0.005181,0.005586,0.006017,0.006482,0.006990,0.007581,0.008337,0.009281,0.010057,0.010680,0.011279,0.011976,0.012854,0.013962,0.015321,0.016911,0.018667,0.020574,0.022658,0.024967,0.027539,0.030413,0.033621,0.037248,0.041502,0.046814,0.053782,0.062587,0.071385,0.080226,0.089513,0.099551,0.110524,0.122517,0.135484,0.149128,0.162953,0.176668,0.190028,0.202775,0.214646,0.225378,0.236647,0.248480,0.260904,0.273949,0.287646,0.302028,0.317130,0.332986,0.349636,0.367117,0.385473,0.404747,0.424984,0.446234,0.468545,0.491973,0.516571,0.542400,0.569520,0.597996
2086,0.002058,0.000173,0.000104,0.000086,0.000070,0.000060,0.000053,0.000049,0.000047,0.000047,0.000049,0.000054,0.000066,0.000091,0.000137,0.000208,0.000293,0.000388,0.000490,0.000593,0.000691,0.000777,0.000848,0.000910,0.000969,0.001029,0.001087,0.001142,0.001189,0.001227,0.001258,0.001284,0.001311,0.001345,0.001385,0.001427,0.001467,0.001506,0.001542,0.001569,0.001587,0.001599,0.001616,0.001652,0.001710,0.001787,0.001881,0.001992,0.002135,0.002325,0.002565,0.002817,0.003083,0.003375,0.003697,0.004038,0.004390,0.004754,0.005133,0.005534,0.005960,0.006420,0.006922,0.007509,0.008263,0.009208,0.009983,0.010604,0.011198,0.011890,0.012762,0.013863,0.015214,0.016794,0.018538,0.020434,0.022505,0.024800,0.027356,0.030213,0.033401,0.037006,0.041235,0.046522,0.053466,0.062251,0.071020,0.079822,0.089063,0.099050,0.109965,0.121898,0.134799,0.148376,0.162133,0.175781,0.189076,0.201761,0.213573,0.224252,0.235465,0.247238,0.259600,0.272580,0.286209,0.300519,0.315545,0.331322,0.347889,0.365283,0.383547,0.402724,0.422861,0.444004,0.466204,0.489514,0.513990,0.539689,0.566674,0.595007
2087,0.002025,0.000171,0.000103,0.000085,0.000069,0.000059,0.000052,0.000048,0.000047,0.000047,0.000048,0.000053,0.000065,0.000090,0.000136,0.000207,0.000291,0.000385,0.000486,0.000589,0.000686,0.000771,0.000842,0.000903,0.000962,0.001021,0.001079,0.001133,0.001180,0.001218,0.001249,0.001274,0.001301,0.001334,0.001375,0.001416,0.001456,0.001494,0.001529,0.001556,0.001574,0.001585,0.001603,0.001637,0.001695,0.001772,0.001864,0.001974,0.002115,0.002304,0.002543,0.002793,0.003057,0.003346,0.003665,0.004002,0.004350,0.004711,0.005086,0.005482,0.005903,0.006358,0.006855,0.007438,0.008190,0.009136,0.009910,0.010528,0.011118,0.011806,0.012671,0.013765,0.015107,0.016677,0.018411,0.020296,0.022354,0.024635,0.027176,0.030015,0.033184,0.036766,0.040971,0.046233,0.053155,0.061919,0.070659,0.079422,0.088618,0.098553,0.109413,0.121284,0.134122,0.147631,0.161322,0.174904,0.188135,0.200758,0.212512,0.223137,0.234294,0.246009,0.258309,0.271225,0.284786,0.299025,0.313977,0.329675,0.346159,0.363467,0.381640,0.400722,0.420759,0.441797,0.463886,0.487081,0.511435,0.537006,0.563857,0.592050
2088,0.001992,0.000169,0.000102,0.000084,0.000069,0.000058,0.000051,0.000048,0.000046,0.000046,0.000048,0.000052,0.000064,0.000089,0.000134,0.000205,0.000288,0.000382,0.000483,0.000584,0.000681,0.000766,0.000836,0.000896,0.000954,0.001013,0.001071,0.001125,0.001171,0.001209,0.001240,0.001265,0.001291,0.001324,0.001364,0.001405,0.001444,0.001482,0.001517,0.001544,0.001561,0.001572,0.001589,0.001623,0.001680,0.001756,0.001847,0.001956,0.002096,0.002284,0.002522,0.002770,0.003031,0.003318,0.003633,0.003967,0.004312,0.004668,0.005040,0.005431,0.005847,0.006297,0.006789,0.007368,0.008118,0.009064,0.009837,0.010453,0.011039,0.011722,0.012582,0.013668,0.015002,0.016562,0.018285,0.020159,0.022205,0.024473,0.026998,0.029819,0.032969,0.036529,0.040710,0.045947,0.052846,0.061590,0.070301,0.079026,0.088177,0.098061,0.108866,0.120677,0.133451,0.146894,0.160519,0.174036,0.187202,0.199764,0.211461,0.222034,0.233136,0.244792,0.257032,0.269884,0.283378,0.297547,0.312424,0.328045,0.344447,0.361670,0.379753,0.398741,0.418678,0.439612,0.461592,0.484672,0.508906,0.534351,0.561068,0.589122
2089,0.001960,0.000167,0.000100,0.000083,0.000068,0.000057,0.000051,0.000047,0.000045,0.000045,0.000047,0.000052,0.000063,0.000088,0.000133,0.000203,0.000286,0.000379,0.000479,0.000580,0.000676,0.000760,0.000830,0.000890,0.000947,0.001006,0.001063,0.001117,0.001162,0.001200,0.001230,0.001255,0.001281,0.001314,0.001353,0.001394,0.001433,0.001470,0.001505,0.001531,0.001548,0.001559,0.001575,0.001609,0.001665,0.001740,0.001830,0.001938,0.002077,0.002264,0.002500,0.002747,0.003005,0.003289,0.003602,0.003932,0.004273,0.004626,0.004993,0.005380,0.005792,0.006237,0.006724,0.007298,0.008047,0.008994,0.009766,0.010379,0.010962,0.011639,0.012493,0.013572,0.014898,0.016448,0.018161,0.020023,0.022057,0.024312,0.026822,0.029626,0.032756,0.036295,0.040452,0.045665,0.052541,0.061264,0.069947,0.078634,0.087740,0.097574,0.108324,0.120076,0.132786,0.146164,0.159724,0.173176,0.186280,0.198781,0.210421,0.220942,0.231989,0.243588,0.255767,0.268556,0.281984,0.296083,0.310887,0.326431,0.342753,0.359891,0.377885,0.396779,0.416618,0.437449,0.459322,0.482288,0.506402,0.531722,0.558308,0.586224
2090,0.001929,0.000164,0.000099,0.000082,0.000067,0.000057,0.000050,0.000047,0.000045,0.000045,0.000046,0.000051,0.000062,0.000087,0.000132,0.000202,0.000284,0.000376,0.000476,0.000576,0.000671,0.000755,0.000824,0.000883,0.000941,0.000999,0.001056,0.001108,0.001154,0.001191,0.001221,0.001246,0.001271,0.001304,0.001343,0.001383,0.001422,0.001459,0.001493,0.001519,0.001535,0.001546,0.001562,0.001595,0.001650,0.001725,0.001814,0.001921,0.002059,0.002244,0.002479,0.002724,0.002980,0.003261,0.003571,0.003898,0.004235,0.004584,0.004948,0.005330,0.005738,0.006177,0.006659,0.007230,0.007977,0.008924,0.009695,0.010306,0.010885,0.011558,0.012406,0.013478,0.014795,0.016336,0.018038,0.019889,0.021911,0.024152,0.026648,0.029435,0.032546,0.036064,0.040197,0.045386,0.052240,0.060942,0.069596,0.078246,0.087307,0.097092,0.107787,0.119481,0.132129,0.145442,0.158938,0.172326,0.185366,0.197808,0.209391,0.219860,0.230853,0.242396,0.254516,0.267242,0.280604,0.294634,0.309366,0.324834,0.341076,0.358129,0.376036,0.394838,0.414579,0.435308,0.457074,0.479928,0.503924,0.529120,0.555576,0.583355
2091,0.001898,0.000162,0.000098,0.000081,0.000066,0.000056,0.000050,0.000046,0.000044,0.000044,0.000046,0.000050,0.000062,0.000086,0.000130,0.000200,0.000282,0.000373,0.000472,0.000572,0.000666,0.000749,0.000818,0.000877,0.000934,0.000991,0.001048,0.001100,0.001145,0.001182,0.001212,0.001236,0.001261,0.001294,0.001333,0.001372,0.001410,0.001447,0.001481,0.001506,0.001523,0.001533,0.001549,0.001582,0.001636,0.001710,0.001798,0.001903,0.002040,0.002224,0.002458,0.002701,0.002955,0.003234,0.003540,0.003864,0.004198,0.004543,0.004903,0.005281,0.005684,0.006118,0.006595,0.007162,0.007907,0.008855,0.009626,0.010233,0.010809,0.011477,0.012319,0.013385,0.014693,0.016225,0.017917,0.019757,0.021767,0.023995,0.026475,0.029246,0.032339,0.035835,0.039946,0.045111,0.051942,0.060623,0.069248,0.077861,0.086879,0.096614,0.107256,0.118891,0.131478,0.144727,0.158159,0.171483,0.184462,0.196844,0.208371,0.218790,0.229730,0.241216,0.253277,0.265941,0.279238,0.293200,0.307860,0.323253,0.339415,0.356386,0.374205,0.392915,0.412561,0.433189,0.454849,0.477591,0.501471,0.526544,0.552872,0.580515
2092,0.001867,0.000160,0.000097,0.000080,0.000065,0.000055,0.000049,0.000045,0.000044,0.000044,0.000045,0.000050,0.000061,0.000085,0.000129,0.000198,0.000280,0.000371,0.000469,0.000568,0.000661,0.000744,0.000812,0.000871,0.000927,0.000984,0.001040,0.001092,0.001137,0.001173,0.001203,0.001227,0.001252,0.001284,0.001322,0.001362,0.001399,0.001436,0.001469,0.001494,0.001510,0.001520,0.001536,0.001568,0.001622,0.001694,0.001781,0.001886,0.002022,0.002204,0.002437,0.002678,0.002931,0.003206,0.003510,0.003830,0.004161,0.004503,0.004858,0.005232,0.005630,0.006060,0.006532,0.007095,0.007839,0.008787,0.009557,0.010162,0.010733,0.011397,0.012234,0.013292,0.014592,0.016115,0.017797,0.019626,0.021625,0.023840,0.026305,0.029060,0.032134,0.035609,0.039697,0.044838,0.051647,0.060308,0.068904,0.077480,0.086454,0.096141,0.106730,0.118308,0.130833,0.144019,0.157387,0.170649,0.183567,0.195890,0.207362,0.217731,0.228617,0.240048,0.252050,0.264653,0.277885,0.291780,0.306369,0.321687,0.337772,0.354660,0.372393,0.391013,0.410563,0.431092,0.452646,0.475278,0.499042,0.523994,0.550194,0.577704
2093,0.001837,0.000158,0.000095,0.000079,0.000064,0.000054,0.000048,0.000045,0.000043,0.000043,0.000044,0.000049,0.000060,0.000084,0.000128,0.000197,0.000278,0.000368,0.000465,0.000563,0.000656,0.000738,0.000806,0.000864,0.000920,0.000977,0.001032,0.001084,0.001128,0.001165,0.001194,0.001218,0.001242,0.001274,0.001312,0.001351,0.001388,0.001424,0.001457,0.001482,0.001498,0.001507,0.001523,0.001554,0.001608,0.001679,0.001766,0.001869,0.002003,0.002185,0.002417,0.002656,0.002906,0.003179,0.003479,0.003797,0.004124,0.004462,0.004814,0.005184,0.005578,0.006002,0.006469,0.007029,0.007771,0.008720,0.009488,0.010091,0.010659,0.011318,0.012149,0.013201,0.014493,0.016006,0.017679,0.019497,0.021484,0.023686,0.026137,0.028875,0.031931,0.035386,0.039451,0.044569,0.051355,0.059995,0.068563,0.077103,0.086034,0.095673,0.106209,0.117730,0.130195,0.143318,0.156624,0.169824,0.182681,0.194946,0.206363,0.216682,0.227516,0.238892,0.250836,0.263378,0.276547,0.290374,0.304893,0.320137,0.336144,0.352952,0.370599,0.389129,0.408586,0.429015,0.450466,0.472989,0.496638,0.521470,0.547544,0.574921
