Start Date,Equities,Alt Annual Rebalanced,Alt Daily Rebalanced
1996-03,  0.222216, -0.414122, -0.390666
1996-04,  0.152656, -0.506428, -0.452200
1996-05,  0.174431, -0.965712, -0.683274
1996-06,  0.225014, -0.895913, -0.655865
1996-07,  0.289553, -0.683795, -0.558985
1996-08,  0.470668, -0.595522, -0.509604
1996-09,  0.372015, -0.374592, -0.376760
1996-10,  0.376626, -0.221102, -0.271484
1996-11,  0.312480, -0.048885, -0.132137
1996-12,  0.271943, -0.110080, -0.185076
1997-01,  0.311063, -0.375777, -0.382357
1997-02,  0.250762, -0.335010, -0.355023
1997-03,  0.345390, -0.166761, -0.229496
1997-04,  0.483320, -0.194084, -0.246010
1997-05,  0.435761,  0.095531,  0.019085
1997-06,  0.303455, -0.305986, -0.322435
1997-07,  0.293296, -0.503662, -0.451820
1997-08,  0.175596, -0.621724, -0.520207
1997-09,  0.029169, -1.196935, -0.764491
1997-10,  0.037735, -1.294765, -0.795495
1997-11,  0.154325, -1.362677, -0.818439
1997-12,  0.187856, -1.129017, -0.753310
1998-01,  0.242436, -1.050229, -0.727384
1998-02,  0.282834, -0.979385, -0.702721
1998-03,  0.149467, -1.237724, -0.787668
1998-04,  0.135810, -1.337844, -0.815490
1998-05,  0.176074, -1.200529, -0.779863
1998-06,  0.183168, -0.937967, -0.694202
1998-07,  0.201722, -0.667395, -0.577919
1998-08,  0.188207, -0.312532, -0.372629
1998-09,  0.397487, -0.038651, -0.160007
1998-10,  0.278477,  0.153146,  0.030043
1998-11,  0.267485, -0.055125, -0.149302
1998-12,  0.237054,  0.233681,  0.129304
1999-01,  0.256458,  0.613404,  0.601260
1999-02,  0.157780,  0.903137,  1.019547
1999-03,  0.238552,  2.646666,  6.201633
1999-04,  0.255866,  1.717610,  2.496931
1999-05,  0.127949,  1.027631,  0.897442
1999-06,  0.107376,  0.466921,  0.158410
1999-07,  0.105642,  0.986768,  0.801660
1999-08,  0.117597,  0.648855,  0.341677
1999-09,  0.213170,  0.677284,  0.376119
1999-10,  0.181442,  0.377621,  0.048713
1999-11,  0.084208,  0.534837,  0.219207
1999-12, -0.062983, -0.014875, -0.279079
2000-01, -0.119077, -0.286605, -0.455850
2000-02, -0.043307, -0.261059, -0.431650
2000-03, -0.161284, -1.129284, -0.788163
2000-04, -0.258584, -0.415356, -0.467345
2000-05, -0.145677, -0.050564, -0.160077
2000-06, -0.102320,  0.417453,  0.334864
2000-07, -0.160306,  0.098720, -0.007227
2000-08, -0.157451,  0.031528, -0.078909
2000-09, -0.265053,  0.196804,  0.087630
2000-10, -0.296163, -0.059156, -0.157118
2000-11, -0.260594,  0.535385,  0.492153
2000-12, -0.112236,  0.712512,  0.757328
2001-01, -0.111781,  0.931809,  1.132855
2001-02, -0.156484,  0.634006,  0.654605
2001-03, -0.085880,  0.611297,  0.620176
2001-04,  0.024847,  0.822724,  0.952567
2001-05, -0.102273,  1.140953,  1.554244
2001-06, -0.122111,  0.797987,  0.913512
2001-07, -0.170792,  0.685222,  0.742854
2001-08, -0.223373,  0.591031,  0.591520
2001-09, -0.167408,  0.282621,  0.182816
2001-10, -0.178692,  0.812961,  0.907881
2001-11, -0.136560,  0.212831,  0.097474
2001-12, -0.149933,  0.401624,  0.310582
2002-01, -0.211664,  0.154373,  0.039826
2002-02, -0.221033,  0.157766,  0.046426
2002-03, -0.218062,  0.194009,  0.086088
2002-04, -0.241967,  0.034349, -0.074987
2002-05, -0.135176, -0.228993, -0.291948
2002-06, -0.070969,  0.139117,  0.025183
2002-07,  0.015811,  0.008571, -0.095639
2002-08,  0.130812,  0.598932,  0.606292
2002-09,  0.150864,  0.927041,  1.155296
2002-10,  0.266745,  0.818773,  0.967361
2002-11,  0.245256,  1.181469,  1.688695
2002-12,  0.191218,  1.118342,  1.555956
2003-01,  0.317437,  0.966129,  1.239856
2003-02,  0.380908,  1.039510,  1.372775
2003-03,  0.426568,  0.982031,  1.254190
2003-04,  0.392024,  1.051580,  1.395864
2003-05,  0.262647,  0.916022,  1.136852
2003-06,  0.204971,  0.668621,  0.732310
2003-07,  0.209777,  0.701048,  0.779050
2003-08,  0.134445,  0.215329,  0.138478
2003-09,  0.109404,  0.006682, -0.070475
2003-10,  0.141714,  0.120671,  0.042884
2003-11,  0.092219, -0.000611, -0.072570
2003-12,  0.127403,  0.075970,  0.002734
2004-01,  0.119180,  0.208484,  0.147038
2004-02,  0.066281, -0.000370, -0.063897
2004-03,  0.072430,  0.049184, -0.011270
2004-04,  0.067013, -0.114068, -0.158918
2004-05,  0.059890, -0.228243, -0.251913
2004-06,  0.087516, -0.087228, -0.134211
2004-07,  0.075181, -0.075325, -0.121594
2004-08,  0.166565,  0.267315,  0.233763
2004-09,  0.153821,  0.294156,  0.267601
2004-10,  0.143053,  0.107594,  0.062018
2004-11,  0.105855,  0.042711, -0.005503
2004-12,  0.097581, -0.084547, -0.125841
2005-01,  0.060194, -0.103847, -0.141730
2005-02,  0.125524,  0.238874,  0.205306
2005-03,  0.103587,  0.246552,  0.215795
2005-04,  0.143559,  0.507099,  0.548256
2005-05,  0.184448,  0.663405,  0.780411
2005-06,  0.104396,  0.338256,  0.321202
2005-07,  0.095939,  0.194484,  0.143378
2005-08,  0.048000, -0.141352, -0.183882
2005-09,  0.083934, -0.043001, -0.100715
2005-10,  0.100091, -0.073232, -0.129850
2005-11,  0.160706,  0.067789,  0.002592
2005-12,  0.140461,  0.060107, -0.005408
2006-01,  0.154105,  0.026703, -0.038244
2006-02,  0.137174, -0.214104, -0.247545
2006-03,  0.118431, -0.132640, -0.181632
2006-04,  0.110505, -0.292411, -0.305703
2006-05,  0.141680, -0.329367, -0.330949
2006-06,  0.221410, -0.164154, -0.202870
2006-07,  0.202209, -0.114637, -0.153015
2006-08,  0.166206, -0.048975, -0.088010
2006-09,  0.153541, -0.109763, -0.145206
2006-10,  0.168191, -0.154519, -0.181891
2006-11,  0.151235, -0.219148, -0.233923
2006-12,  0.077232, -0.393508, -0.363201
2007-01,  0.057609, -0.332809, -0.321592
2007-02, -0.025602, -0.385305, -0.360314
2007-03, -0.039009, -0.455454, -0.408892
2007-04, -0.056594, -0.420190, -0.387626
2007-05, -0.048826, -0.394826, -0.372737
2007-06, -0.063509, -0.269062, -0.281658
2007-07, -0.127456, -0.243556, -0.265443
2007-08, -0.102327, -0.004168, -0.070198
2007-09, -0.099604,  0.171841,  0.108342
2007-10, -0.210593,  0.163612,  0.055362
2007-11, -0.359165, -0.034767, -0.202388
2007-12, -0.381048, -0.072310, -0.253655
2008-01, -0.366406,  0.095477, -0.129808
2008-02, -0.380610,  0.159576, -0.082713
2008-03, -0.426234,  0.177569, -0.076082
2008-04, -0.369881,  0.111840, -0.144752
2008-05, -0.337288,  0.432214,  0.145282
2008-06, -0.316774,  0.136233, -0.145717
2008-07, -0.251877,  0.200680, -0.096500
2008-08, -0.189222,  0.170616, -0.118759
2008-09, -0.175639, -0.044675, -0.286716
2008-10, -0.055023,  0.190717, -0.062419
2008-11,  0.110624,  0.159647, -0.012041
2008-12,  0.270379,  0.225101,  0.076589
2009-01,  0.282642,  0.341467,  0.216705
2009-02,  0.350696,  0.342987,  0.235041
2009-03,  0.553703,  0.395623,  0.312677
2009-04,  0.514935,  0.493193,  0.456314
2009-05,  0.402726,  0.501632,  0.483053
2009-06,  0.228320,  0.666072,  0.727856
2009-07,  0.155096,  0.420057,  0.386489
2009-08,  0.146298,  0.340836,  0.276991
2009-09,  0.056153,  0.231297,  0.146174
2009-10,  0.111797,  0.298067,  0.216042
2009-11,  0.185590,  0.588254,  0.588691
2009-12,  0.130092,  0.939893,  1.165364
2010-01,  0.174916,  0.641235,  0.679870
2010-02,  0.240329,  0.488002,  0.453665
2010-03,  0.241504,  0.511663,  0.482305
2010-04,  0.173544,  0.578029,  0.572675
2010-05,  0.183755,  0.305047,  0.229109
2010-06,  0.268857,  0.262584,  0.184465
2010-07,  0.320043,  0.361621,  0.306821
2010-08,  0.205343,  0.273971,  0.218435
2010-09,  0.189770,  0.288450,  0.231400
2010-10,  0.003495, -0.072916, -0.140741
2010-11,  0.075533,  0.029434, -0.068122
2010-12,  0.065416, -0.149421, -0.225680
2011-01,  0.004642, -0.205236, -0.271729
2011-02,  0.034872,  0.010090, -0.086662
2011-03,  0.043653, -0.151104, -0.226008
2011-04,  0.071170, -0.302946, -0.340091
2011-05,  0.031897, -0.301638, -0.339449
2011-06, -0.020064, -0.270621, -0.314888
2011-07,  0.036140, -0.231526, -0.284230
2011-08,  0.069306, -0.290133, -0.328036
2011-09,  0.166560, -0.131226, -0.200715
2011-10,  0.296843,  0.064927, -0.016163
2011-11,  0.144326, -0.144678, -0.184582
2011-12,  0.156935, -0.121582, -0.159298
2012-01,  0.162078, -0.023174, -0.067848
2012-02,  0.167773, -0.104561, -0.141459
2012-03,  0.132844, -0.039110, -0.077357
2012-04,  0.142854,  0.025847, -0.011179
2012-05,  0.170575, -0.074695, -0.108279
2012-06,  0.283564, -0.001998, -0.041470
2012-07,  0.220647,  0.015635, -0.023992
2012-08,  0.279289,  0.238788,  0.216540
2012-09,  0.213790,  0.230234,  0.208355
2012-10,  0.226031,  0.350419,  0.354212
2012-11,  0.299611,  0.330697,  0.329598
2012-12,  0.329843,  0.364308,  0.368908
2013-01,  0.351331,  0.257987,  0.235623
2013-02,  0.237279,  0.291209,  0.275119
2013-03,  0.278223,  0.328996,  0.316475
2013-04,  0.233960,  0.196514,  0.154407
2013-05,  0.212301,  0.098965,  0.049034
2013-06,  0.203385, -0.075674, -0.123093
2013-07,  0.250162,  0.013669, -0.042804
2013-08,  0.159542, -0.284891, -0.298676
2013-09,  0.242353, -0.285496, -0.298096
2013-10,  0.174235, -0.583772, -0.495424
2013-11,  0.155648, -0.336479, -0.345315
2013-12,  0.149301, -0.480592, -0.441450
2014-01,  0.117150, -0.342675, -0.352617
2014-02,  0.120148, -0.410453, -0.400329
2014-03,  0.136375, -0.402868, -0.393527
2014-04,  0.118795, -0.175856, -0.226696
2014-05,  0.128160, -0.117564, -0.176978
2014-06,  0.120111,  0.017532, -0.049102
2014-07,  0.074815,  0.013539, -0.050967
2014-08,  0.114363,  0.026552, -0.036748
2014-09,  0.004179,  0.027567, -0.041407
2014-10, -0.007807,  0.078123,  0.005812
2014-11,  0.042805, -0.209631, -0.243356
2014-12,  0.022600,  0.066185,  0.002777
2015-01,  0.001193, -0.201778, -0.233574
2015-02, -0.026760, -0.348001, -0.345308
2015-03, -0.083521, -0.331005, -0.335310
2015-04, -0.008489, -0.432490, -0.408917
2015-05, -0.005352, -0.257077, -0.285056
2015-06, -0.000593, -0.310370, -0.325695
2015-07,  0.014566, -0.412303, -0.396804
2015-08,  0.038599, -0.097349, -0.159264
2015-09,  0.111290, -0.058842, -0.120150
2015-10,  0.149764,  0.188390,  0.128374
2015-11,  0.045542,  0.046134, -0.014226
2015-12,  0.090518,  0.121874,  0.052062
2016-01,  0.134810,  0.282712,  0.226135
2016-02,  0.228530,  0.421795,  0.398649
2016-03,  0.273617,  0.269922,  0.213066
2016-04,  0.192958,  0.292299,  0.247349
2016-05,  0.195568,  0.293608,  0.244986
2016-06,  0.187456,  0.174174,  0.112465
2016-07,  0.198166,  0.248466,  0.193753
2016-08,  0.175077,  0.046615, -0.017254
2016-09,  0.172315, -0.091050, -0.145240
2016-10,  0.200082,  0.017505, -0.046916
2016-11,  0.253747,  0.154498,  0.091403
2016-12,  0.233811, -0.130717, -0.171710
2017-01,  0.225495, -0.197299, -0.224797
2017-02,  0.269623, -0.291191, -0.296893
2017-03,  0.181989, -0.186207, -0.214066
2017-04,  0.153443, -0.050654, -0.097399
2017-05,  0.145213, -0.034930, -0.079749
2017-06,  0.163945,  0.354762,  0.336531
2017-07,  0.160605,  0.306377,  0.277693
2017-08,  0.176831,  0.266182,  0.222432
2017-09,  0.215874,  0.412545,  0.402486
2017-10,  0.187568,  0.068133,  0.010518
2017-11,  0.073197, -0.096837, -0.152247
2017-12,  0.059118, -0.104030, -0.161194
2018-01, -0.050809, -0.176060, -0.223098
2018-02, -0.024389,  0.100421,  0.029337
2018-03,  0.047604,  0.194599,  0.130105
2018-04,  0.085142, -0.156956, -0.203787
2018-05,  0.125601, -0.287512, -0.307267
2018-06,  0.021266, -0.573731, -0.492253
2018-07,  0.087654, -0.617110, -0.518088
2018-08,  0.066990, -0.611577, -0.513386
2018-09,  0.005039, -0.766267, -0.593207
2018-10,  0.018636, -0.711839, -0.569168
2018-11,  0.125690, -0.471835, -0.428921
2018-12,  0.149218, -0.398960, -0.378140
2019-01,  0.304763, -0.239718, -0.259404
2019-02,  0.201545, -0.506697, -0.445316
2019-03,  0.066988, -0.547545, -0.470427
2019-04, -0.086063, -0.681881, -0.575077
2019-05, -0.003566, -0.489228, -0.481253
2019-06,  0.128281, -0.320077, -0.383625
2019-07,  0.079568, -0.197879, -0.299093
2019-08,  0.125676, -0.198473, -0.306719
2019-09,  0.241680, -0.088215, -0.227945
2019-10,  0.178005, -0.032815, -0.184977
2019-11,  0.128261,  0.173131, -0.004813
2019-12,  0.220310,  0.378207,  0.198538
2020-01,  0.239940,  0.594034,  0.443226
2020-02,  0.238877,  1.184405,  1.339237
